cell_id,fov_id,area,x,y
0,0,981,10.308868501529105,743.7349643221187
1,0,743,9.487213997309482,783.5679676985201
2,0,944,9.772245762712373,920.2733050847455
3,0,583,11.432246998283517,973.3053173241879
4,0,962,10.737006237005517,1005.2661122661102
5,0,1318,10.1585735963572,1119.6479514415787
6,0,1198,16.514190317195244,1169.5133555926568
7,0,2679,24.919372900335475,1221.2631578947367
8,0,748,10.207219251336937,1259.7994652406396
9,0,300,9.819999999999709,954.2733333333326
10,0,2182,42.63932172318982,1274.6787351054081
11,0,544,24.944852941176578,605.6415441176487
12,0,1340,38.02537313432731,741.9067164179105
13,0,1404,33.83404558404527,835.5925925925931
14,0,592,31.641891891891646,1116.43581081081
15,0,735,41.564625850339326,1187.793197278912
16,0,1320,48.385606060605824,922.794696969695
17,0,1049,50.74737845567233,436.5357483317439
18,0,322,44.236024844720305,675.717391304348
19,0,1494,56.52744310575599,884.357429718877
20,0,1246,55.44943820224853,1051.6540930979154
21,0,273,48.054945054945165,544.0549450549443
22,0,1033,59.08518877057122,369.5430784123928
23,0,1134,63.946208112874956,658.4567901234568
24,0,1564,72.61700767263392,522.7672634271094
25,0,1613,70.92188468691893,618.0006199628024
26,0,2471,76.59490084985828,1415.8308377175235
27,0,752,66.1037234042551,459.9680851063822
28,0,380,61.25526315789557,785.2605263157911
29,0,787,70.4536213468873,1355.7357052096577
30,0,363,76.44077134986219,787.8292011019294
31,0,561,72.75579322638168,400.70409982174715
32,0,575,74.94434782608641,1310.5339130434786
33,0,1051,90.45290199809733,463.84395813510673
34,0,712,87.51404494382041,376.6292134831474
35,0,737,86.9877883310719,178.18995929443554
36,0,913,99.90690032858674,399.03285870755826
37,0,922,93.7744034707166,1539.0390455531451
38,0,1146,97.47643979057648,698.4947643979085
39,0,837,99.12305854241458,1566.8231780167262
40,0,974,101.49691991786403,1511.1437371663233
41,0,1157,103.34053586862592,272.5955056179755
42,0,1708,107.18618266979047,334.68208430913364
43,0,689,97.54862119013069,115.25253991291538
44,0,1393,108.56209619526271,1466.4185211773165
45,0,457,101.54485776805268,1402.190371991248
46,0,1228,112.4324104234538,818.4820846905513
47,0,1646,118.16524908869997,57.149453219928546
48,0,837,110.57706093189972,984.4277180406207
49,0,1143,116.99650043744532,752.272965879265
50,0,917,115.38713195201763,22.422028353326823
51,0,1544,125.05634715025917,1607.8413212435225
52,0,1236,125.51699029126212,1259.9749190938528
53,0,1772,133.2059819413089,195.00169300225753
54,0,831,124.11793020457299,87.70276774969898
55,0,1421,127.00774102744526,1174.2990851513005
56,0,1157,131.55488331892957,1527.9196197061356
57,0,1013,133.3474827245809,1296.2655478775923
58,0,274,126.81386861313877,171.8357664233572
59,0,2373,147.52212389380657,1663.5191740412956
60,0,1765,147.1796033994333,505.3529745042488
61,0,364,133.93131868131968,352.09890109889966
62,0,1129,137.99734278122196,662.7670504871567
63,0,1091,140.8698441796505,893.8203483043089
64,0,1038,142.59633911367928,1328.3131021194604
65,0,495,139.10505050505162,322.3737373737349
66,0,1137,153.9322779243612,864.2585751978913
67,0,1218,156.56732348111655,1412.790640394087
68,0,1453,161.9876118375778,235.80178940124097
69,0,875,155.85028571428575,1138.2285714285717
70,0,1287,160.0388500388499,1050.2587412587418
71,0,1105,160.126696832579,1477.6063348416283
72,0,1222,160.92962356792123,60.86333878887126
73,0,1058,161.6474480151237,1231.0340264650276
74,0,729,168.8052126200273,262.14403292181123
75,0,1197,177.5705931495395,478.07351712614945
76,0,1160,174.67241379310326,1277.1353448275859
77,0,238,166.80672268907438,701.7184873949554
78,0,241,170.44813278008314,712.2157676348543
79,0,291,172.73883161512094,1518.3367697594513
80,0,1903,186.0099842354175,1766.1981082501316
81,0,1219,188.66940114848148,1495.8260869565202
82,0,1092,185.5100732600731,101.3882783882782
83,0,392,178.67857142857156,535.0076530612223
84,0,692,179.57514450867075,999.6286127167623
85,0,983,190.0803662258395,1237.185147507631
86,0,1228,188.45032573289882,750.5561889250839
87,0,1085,189.33087557603722,390.564055299541
