Gene,y,x
Sst,11371.5068161564,7472.42769966496
Plp1,11498.5068161564,7472.42769966496
Satb1,11744.5068161564,7472.42769966496
Cryab,11048.5068161564,7473.42769966496
Slc6a1,11142.5068161564,7473.42769966496
Plp1,11924.5068161564,7473.42769966496
Ntng1,11081.5068161564,7474.42769966496
Aldoc,11152.5068161564,7474.42769966496
Plp1,11930.5068161564,7474.42769966496
Sst,11357.5068161564,7475.42769966496
Plp1,11742.5068161564,7475.42769966496
Cxcl14,11411.5068161564,7476.42769966496
Plp1,11491.5068161564,7476.42769966496
Plp1,11734.5068161564,7476.42769966496
Plp1,11825.5068161564,7476.42769966496
Calb2,10984.5068161564,7477.42769966496
Sst,11362.5068161564,7478.42769966496
Plp1,11451.5068161564,7478.42769966496
Plp1,11484.5068161564,7478.42769966496
Plp1,11914.5068161564,7478.42769966496
Plp1,11991.5068161564,7478.42769966496
Npy2r,11026.5068161564,7479.42769966496
Plp1,11926.5068161564,7479.42769966496
Plp1,11996.5068161564,7479.42769966496
Calb2,11094.5068161564,7480.42769966496
Wfs1,11025.5068161564,7481.42769966496
Pcp4,11073.5068161564,7481.42769966496
Pcp4,11212.5068161564,7481.42769966496
Plp1,11221.5068161564,7481.42769966496
Plp1,11428.5068161564,7481.42769966496
Plp1,11043.5068161564,7482.42769966496
Plp1,11057.5068161564,7482.42769966496
Plp1,11487.5068161564,7482.42769966496
Plp1,11916.5068161564,7482.42769966496
Aldoc,11133.5068161564,7483.42769966496
Cryab,11790.5068161564,7483.42769966496
Plp1,11988.5068161564,7483.42769966496
Sst,11363.5068161564,7484.42769966496
Plp1,11418.5068161564,7484.42769966496
Aldoc,11757.5068161564,7484.42769966496
Plp1,11921.5068161564,7484.42769966496
Plp1,11930.5068161564,7484.42769966496
Rab3c,11024.5068161564,7485.42769966496
Pvalb,11098.5068161564,7485.42769966496
Plp1,11039.5068161564,7487.42769966496
Aldoc,11300.5068161564,7487.42769966496
Cadps2,11278.5068161564,7488.42769966496
Cryab,11309.5068161564,7488.42769966496
Plp1,11900.5068161564,7488.42769966496
Plp1,11065.5068161564,7489.42769966496
Plp1,11413.5068161564,7489.42769966496
Plp1,11676.5068161564,7489.42769966496
Plp1,11919.5068161564,7489.42769966496
Rasgrf2,11151.5068161564,7490.42769966496
Cryab,11316.5068161564,7490.42769966496
Plp1,11669.5068161564,7490.42769966496
Plp1,11933.5068161564,7490.42769966496
Plp1,11988.5068161564,7490.42769966496
Plp1,10983.5068161564,7491.42769966496
Slc6a1,11111.5068161564,7491.42769966496
Plp1,11058.5068161564,7492.42769966496
Pvalb,11116.5068161564,7492.42769966496
Cryab,11913.5068161564,7492.42769966496
Enpp2,11928.5068161564,7492.42769966496
Plp1,11035.5068161564,7493.42769966496
Plp1,11066.5068161564,7493.42769966496
Pvalb,11146.5068161564,7493.42769966496
Gad1,11165.5068161564,7493.42769966496
Plp1,11941.5068161564,7493.42769966496
Enpp2,11937.5068161564,7494.42769966496
Plp1,11404.5068161564,7495.42769966496
Plp1,11005.5068161564,7496.42769966496
Aldoc,11942.5068161564,7496.42769966496
Slc6a1,11017.5068161564,7497.42769966496
Plp1,11033.5068161564,7497.42769966496
Plp1,11053.5068161564,7497.42769966496
Plp1,11060.5068161564,7497.42769966496
Plp1,11986.5068161564,7497.42769966496
Gad1,11169.5068161564,7498.42769966496
Aldoc,11240.5068161564,7498.42769966496
Plp1,11781.5068161564,7498.42769966496
Plp1,11979.5068161564,7498.42769966496
Gad1,11151.5068161564,7499.42769966496
Pcp4,11557.5068161564,7499.42769966496
Plp1,11931.5068161564,7499.42769966496
Plp1,11963.5068161564,7499.42769966496
Plp1,11990.5068161564,7499.42769966496
Enpp2,11057.5068161564,7500.42769966496
Aldoc,11163.5068161564,7500.42769966496
Aldoc,11271.5068161564,7500.42769966496
Cxcl14,11027.5068161564,7501.42769966496
Snca,11142.5068161564,7501.42769966496
Plp1,11350.5068161564,7501.42769966496
Plp1,11975.5068161564,7501.42769966496
Aldoc,10979.5068161564,7502.42769966496
Enpp2,11039.5068161564,7502.42769966496
Cryab,11046.5068161564,7502.42769966496
Gad1,11178.5068161564,7502.42769966496
Plp1,11355.5068161564,7502.42769966496
Plp1,11948.5068161564,7502.42769966496
Cryab,11004.5068161564,7503.42769966496
Plp1,11052.5068161564,7503.42769966496
Plp1,11061.5068161564,7503.42769966496
Plp1,11635.5068161564,7503.42769966496
Cryab,11030.5068161564,7504.42769966496
Gad1,11159.5068161564,7504.42769966496
Gad1,11555.5068161564,7504.42769966496
Cryab,11910.5068161564,7504.42769966496
Plp1,10993.5068161564,7505.42769966496
Aldoc,11098.5068161564,7505.42769966496
Plp1,11617.5068161564,7505.42769966496
Plp1,11643.5068161564,7505.42769966496
Plp1,11924.5068161564,7505.42769966496
Plp1,11019.5068161564,7506.42769966496
Slc6a1,11114.5068161564,7506.42769966496
Gad1,11268.5068161564,7506.42769966496
Plp1,10981.5068161564,7507.42769966496
Plp1,11043.5068161564,7507.42769966496
Plp1,11347.5068161564,7507.42769966496
Thsd7a,11545.5068161564,7507.42769966496
Plp1,11593.5068161564,7507.42769966496
Plp1,11941.5068161564,7507.42769966496
Plp1,11960.5068161564,7507.42769966496
Plp1,11972.5068161564,7507.42769966496
Cdh13,11180.5068161564,7508.42769966496
Enpp2,11365.5068161564,7508.42769966496
Plp1,11953.5068161564,7508.42769966496
Plp1,11029.5068161564,7509.42769966496
Plp1,11392.5068161564,7509.42769966496
Plp1,11769.5068161564,7509.42769966496
Plp1,11023.5068161564,7510.42769966496
Pvalb,11147.5068161564,7510.42769966496
Aldoc,11155.5068161564,7510.42769966496
Pvalb,11266.5068161564,7510.42769966496
Plp1,11330.5068161564,7510.42769966496
Plp1,11340.5068161564,7510.42769966496
Gad1,11222.5068161564,7511.42769966496
Gad1,11256.5068161564,7511.42769966496
Plp1,11938.5068161564,7511.42769966496
Plp1,11947.5068161564,7511.42769966496
Aldoc,11294.5068161564,7512.42769966496
Trp53i11,11565.5068161564,7512.42769966496
Aldoc,11809.5068161564,7512.42769966496
Plp1,11924.5068161564,7512.42769966496
Plp1,10998.5068161564,7513.42769966496
Aldoc,11124.5068161564,7513.42769966496
Plp1,11368.5068161564,7513.42769966496
Plp1,11910.5068161564,7513.42769966496
Plp1,11981.5068161564,7513.42769966496
Plp1,10984.5068161564,7514.42769966496
Plp1,10989.5068161564,7514.42769966496
Cadps2,11064.5068161564,7514.42769966496
Plp1,11354.5068161564,7514.42769966496
Plp1,11362.5068161564,7514.42769966496
Plp1,11374.5068161564,7514.42769966496
Plp1,11967.5068161564,7514.42769966496
Plp1,11975.5068161564,7514.42769966496
Plp1,11004.5068161564,7515.42769966496
Plp1,11015.5068161564,7515.42769966496
Cxcl14,11081.5068161564,7515.42769966496
Enpp2,11281.5068161564,7516.42769966496
Plp1,11935.5068161564,7516.42769966496
Plp1,11955.5068161564,7516.42769966496
Plp1,10993.5068161564,7517.42769966496
Pthlh,11135.5068161564,7517.42769966496
Pvalb,11323.5068161564,7517.42769966496
Cryab,11339.5068161564,7517.42769966496
Trp53i11,11549.5068161564,7517.42769966496
Plp1,11627.5068161564,7517.42769966496
Aldoc,11810.5068161564,7517.42769966496
Cryab,11566.5068161564,7518.42769966496
Plp1,11962.5068161564,7518.42769966496
Plp1,11982.5068161564,7518.42769966496
Plp1,11556.5068161564,7519.42769966496
Plp1,11642.5068161564,7519.42769966496
Enpp2,11010.5068161564,7520.42769966496
Plp1,11923.5068161564,7520.42769966496
Enpp2,11951.5068161564,7520.42769966496
Plp1,11014.5068161564,7521.42769966496
Sncg,11233.5068161564,7521.42769966496
Plp1,11792.5068161564,7521.42769966496
Plp1,11945.5068161564,7521.42769966496
Plp1,11970.5068161564,7521.42769966496
Plp1,10983.5068161564,7522.42769966496
Pvalb,11136.5068161564,7522.42769966496
Plp1,11537.5068161564,7522.42769966496
Plp1,11732.5068161564,7522.42769966496
Pvalb,11178.5068161564,7523.42769966496
Cplx2,11278.5068161564,7523.42769966496
Plp1,11548.5068161564,7523.42769966496
Plp1,11625.5068161564,7523.42769966496
Plp1,11979.5068161564,7523.42769966496
Cryab,11003.5068161564,7524.42769966496
Plp1,11008.5068161564,7524.42769966496
Pvalb,11147.5068161564,7524.42769966496
Plp1,11632.5068161564,7524.42769966496
Plp1,11648.5068161564,7524.42769966496
Plp1,11971.5068161564,7524.42769966496
Snca,11190.5068161564,7525.42769966496
Plp1,11561.5068161564,7525.42769966496
Plp1,11570.5068161564,7525.42769966496
Plp1,11595.5068161564,7525.42769966496
Plp1,11933.5068161564,7525.42769966496
Plp1,11961.5068161564,7525.42769966496
Plp1,10992.5068161564,7526.42769966496
Pvalb,11255.5068161564,7526.42769966496
Plp1,11348.5068161564,7526.42769966496
Plp1,11624.5068161564,7526.42769966496
Plp1,11659.5068161564,7526.42769966496
Plp1,11793.5068161564,7526.42769966496
Rasgrf2,11282.5068161564,7527.42769966496
Gad1,11307.5068161564,7527.42769966496
Plp1,11368.5068161564,7527.42769966496
Plp1,11552.5068161564,7527.42769966496
Plp1,11612.5068161564,7527.42769966496
Plp1,11629.5068161564,7527.42769966496
Plp1,11667.5068161564,7527.42769966496
Aldoc,11683.5068161564,7527.42769966496
Plp1,10972.5068161564,7528.42769966496
Plp1,11789.5068161564,7528.42769966496
Plp1,11796.5068161564,7528.42769966496
Slc6a1,11091.5068161564,7529.42769966496
Plp1,11578.5068161564,7529.42769966496
Plp1,10980.5068161564,7530.42769966496
Enpp2,11004.5068161564,7530.42769966496
Plp1,11009.5068161564,7530.42769966496
Plp1,11555.5068161564,7530.42769966496
Cryab,11582.5068161564,7530.42769966496
Cryab,11830.5068161564,7530.42769966496
Cxcl14,11198.5068161564,7531.42769966496
Plp1,11388.5068161564,7531.42769966496
Plp1,11653.5068161564,7531.42769966496
Plp1,11743.5068161564,7531.42769966496
Cryab,11970.5068161564,7531.42769966496
Sncg,11246.5068161564,7532.42769966496
Cryab,11350.5068161564,7532.42769966496
Cryab,10986.5068161564,7533.42769966496
Enpp2,11547.5068161564,7533.42769966496
Plp1,11565.5068161564,7533.42769966496
Plp1,11573.5068161564,7533.42769966496
Plp1,11753.5068161564,7533.42769966496
Plp1,10998.5068161564,7534.42769966496
Plp1,11342.5068161564,7534.42769966496
Plp1,11278.5068161564,7535.42769966496
Plp1,11577.5068161564,7535.42769966496
Plp1,11640.5068161564,7536.42769966496
Plp1,11659.5068161564,7536.42769966496
Plp1,11005.5068161564,7537.42769966496
Plp1,11014.5068161564,7537.42769966496
Trp53i11,11292.5068161564,7537.42769966496
Cryab,11586.5068161564,7537.42769966496
Plp1,11653.5068161564,7537.42769966496
Plp1,10975.5068161564,7538.42769966496
Plp1,11664.5068161564,7538.42769966496
Plp1,11698.5068161564,7538.42769966496
Plp1,10990.5068161564,7539.42769966496
Trp53i11,11349.5068161564,7539.42769966496
Trp53i11,11398.5068161564,7539.42769966496
Plp1,11568.5068161564,7539.42769966496
Plp1,11328.5068161564,7540.42769966496
Pvalb,11338.5068161564,7540.42769966496
Enpp2,11716.5068161564,7540.42769966496
Gad1,10980.5068161564,7542.42769966496
Plp1,11562.5068161564,7542.42769966496
Cpne5,11386.5068161564,7543.42769966496
Plp1,11673.5068161564,7543.42769966496
Plp1,11720.5068161564,7543.42769966496
Penk,10989.5068161564,7544.42769966496
Hapln1,10997.5068161564,7544.42769966496
Rasgrf2,11536.5068161564,7544.42769966496
Plp1,11556.5068161564,7544.42769966496
Plp1,11656.5068161564,7544.42769966496
Plp1,11666.5068161564,7544.42769966496
Plp1,11689.5068161564,7544.42769966496
Plp1,10972.5068161564,7545.42769966496
Plp1,11329.5068161564,7545.42769966496
Rasgrf2,11428.5068161564,7545.42769966496
Plp1,11694.5068161564,7545.42769966496
Plp1,11410.5068161564,7546.42769966496
Plp1,11661.5068161564,7546.42769966496
Plp1,11718.5068161564,7546.42769966496
Plp1,10976.5068161564,7548.42769966496
Cpne5,11387.5068161564,7548.42769966496
Cplx2,11394.5068161564,7548.42769966496
Plp1,11705.5068161564,7548.42769966496
Plp1,10994.5068161564,7549.42769966496
Plp1,11010.5068161564,7549.42769966496
Slc6a1,11095.5068161564,7549.42769966496
Plp1,11682.5068161564,7549.42769966496
Aldoc,11037.5068161564,7550.42769966496
Plp1,11711.5068161564,7550.42769966496
Plcxd2,11042.5068161564,7551.42769966496
Slc6a1,11291.5068161564,7551.42769966496
Pthlh,11556.5068161564,7551.42769966496
Sncg,11559.5068161564,7551.42769966496
Plp1,11695.5068161564,7551.42769966496
Sncg,11128.5068161564,7552.42769966496
Wfs1,11152.5068161564,7552.42769966496
Plp1,11472.5068161564,7552.42769966496
Cryab,11647.5068161564,7552.42769966496
Plp1,11659.5068161564,7552.42769966496
Plp1,11670.5068161564,7552.42769966496
