Gene,y,x
Plp1,16654.755305265702,16353.231342494098
Cpne5,16749.755305265702,16353.231342494098
Nrn1,16838.755305265702,16353.231342494098
Aldoc,17116.755305265702,16353.231342494098
Cplx2,17578.755305265702,16353.231342494098
Aldoc,17807.755305265702,16353.231342494098
Aldoc,17974.755305265702,16353.231342494098
Cplx2,16686.755305265702,16354.231342494098
Aldoc,16765.755305265702,16354.231342494098
Npy2r,16782.755305265702,16354.231342494098
Cplx2,16875.755305265702,16354.231342494098
Aldoc,17364.755305265702,16354.231342494098
Nrn1,17538.755305265702,16354.231342494098
Plp1,17908.755305265702,16354.231342494098
Plp1,16529.755305265702,16355.231342494098
Calb2,16604.755305265702,16355.231342494098
Plp1,16728.755305265702,16355.231342494098
Aldoc,16743.755305265702,16355.231342494098
Id2,16747.755305265702,16355.231342494098
Cplx2,16757.755305265702,16355.231342494098
Hapln1,16817.755305265702,16355.231342494098
Cplx2,16977.755305265702,16355.231342494098
Satb1,17394.755305265702,16355.231342494098
Lamp5,17470.755305265702,16355.231342494098
Enpp2,17902.755305265702,16355.231342494098
Pvalb,17915.755305265702,16355.231342494098
Sst,16994.755305265702,16356.231342494098
Cplx2,17544.755305265702,16356.231342494098
Pcp4,16459.755305265702,16357.231342494098
Sst,16909.755305265702,16357.231342494098
Cdh13,16983.755305265702,16357.231342494098
Slc6a1,17026.755305265702,16357.231342494098
Rgs10,17067.755305265702,16357.231342494098
Pnoc,17263.755305265702,16357.231342494098
Synpr,17346.755305265702,16357.231342494098
Plp1,17373.755305265702,16357.231342494098
Chrm2,17449.755305265702,16357.231342494098
Reln,17491.755305265702,16357.231342494098
Cdh13,17522.755305265702,16357.231342494098
Nrn1,17836.755305265702,16357.231342494098
Plp1,16535.755305265702,16358.231342494098
Synpr,16641.755305265702,16358.231342494098
Nrn1,17419.755305265702,16358.231342494098
Aldoc,16718.755305265702,16359.231342494098
Sst,16977.755305265702,16359.231342494098
Cxcl14,17035.755305265702,16359.231342494098
Plp1,17633.755305265702,16359.231342494098
Cplx2,17701.755305265702,16359.231342494098
Prkca,17908.755305265702,16359.231342494098
Id2,17972.755305265702,16359.231342494098
Npy2r,16597.755305265702,16360.231342494098
Pvalb,16684.755305265702,16360.231342494098
Neurod6,17008.755305265702,16360.231342494098
Slc6a1,17795.755305265702,16360.231342494098
Chrm2,16642.755305265702,16361.231342494098
Gad1,16995.755305265702,16361.231342494098
Id2,17020.755305265702,16361.231342494098
Aldoc,17231.755305265702,16361.231342494098
Plp1,17370.755305265702,16361.231342494098
Cryab,17404.755305265702,16361.231342494098
Cdh13,17527.755305265702,16361.231342494098
Cplx2,17556.755305265702,16361.231342494098
Sst,17865.755305265702,16361.231342494098
Plp1,16661.755305265702,16362.231342494098
Bcl11b,16729.755305265702,16362.231342494098
Rgs4,16753.755305265702,16362.231342494098
Plp1,17426.755305265702,16362.231342494098
Cplx2,17606.755305265702,16362.231342494098
Plp1,17641.755305265702,16362.231342494098
Plp1,17890.755305265702,16362.231342494098
Plp1,17898.755305265702,16362.231342494098
Id2,16469.755305265702,16363.231342494098
Cxcl14,16570.755305265702,16363.231342494098
Cplx2,16743.755305265702,16363.231342494098
Nrn1,16820.755305265702,16363.231342494098
Cplx2,16837.755305265702,16363.231342494098
Rgs12,16855.755305265702,16363.231342494098
Plp1,17358.755305265702,16363.231342494098
Cdh13,17471.755305265702,16363.231342494098
Slc6a1,17492.755305265702,16363.231342494098
Plp1,17517.755305265702,16363.231342494098
Pde1a,17540.755305265702,16363.231342494098
Reln,17563.755305265702,16363.231342494098
Slc6a1,17804.755305265702,16363.231342494098
Nrn1,17830.755305265702,16363.231342494098
Slc6a1,17921.755305265702,16363.231342494098
Calb2,16591.755305265702,16364.231342494098
Rgs12,16733.755305265702,16364.231342494098
Calb2,16902.755305265702,16364.231342494098
Aldoc,17101.755305265702,16364.231342494098
Aldoc,17239.755305265702,16364.231342494098
Cplx2,17276.755305265702,16364.231342494098
Aldoc,17340.755305265702,16364.231342494098
Serpini1,17709.755305265702,16364.231342494098
Gad1,16929.755305265702,16365.231342494098
Gad1,16943.755305265702,16365.231342494098
Aldoc,17002.755305265702,16365.231342494098
Nrn1,17217.755305265702,16365.231342494098
Nos1,17598.755305265702,16365.231342494098
Cxcl14,17612.755305265702,16365.231342494098
Aldoc,17783.755305265702,16365.231342494098
Synpr,17985.755305265702,16365.231342494098
Reln,16610.755305265702,16366.231342494098
Aldoc,16767.755305265702,16366.231342494098
Prkca,16831.755305265702,16366.231342494098
Penk,16856.755305265702,16366.231342494098
Trp53i11,16982.755305265702,16366.231342494098
Aldoc,17037.755305265702,16366.231342494098
Pcp4,17079.755305265702,16366.231342494098
Col25a1,17479.755305265702,16366.231342494098
Cox6a2,17900.755305265702,16366.231342494098
Reln,17903.755305265702,16366.231342494098
Rgs12,16583.755305265702,16367.231342494098
Chrm2,16844.755305265702,16367.231342494098
Slc6a1,17029.755305265702,16367.231342494098
Plp1,17228.755305265702,16367.231342494098
Cryab,17355.755305265702,16367.231342494098
Snca,17438.755305265702,16367.231342494098
Cplx2,17547.755305265702,16367.231342494098
Plp1,16498.755305265702,16368.231342494098
Rgs4,16739.755305265702,16368.231342494098
Cplx2,16747.755305265702,16368.231342494098
Sst,16899.755305265702,16368.231342494098
Plp1,17052.755305265702,16368.231342494098
Cplx2,17119.755305265702,16368.231342494098
Plp1,17384.755305265702,16368.231342494098
Aldoc,17408.755305265702,16368.231342494098
Kit,17484.755305265702,16368.231342494098
Npy2r,17525.755305265702,16368.231342494098
Aldoc,17758.755305265702,16368.231342494098
Slc6a1,17911.755305265702,16368.231342494098
Cdh13,16592.755305265702,16369.231342494098
Plp1,16639.755305265702,16369.231342494098
Cdh13,16794.755305265702,16369.231342494098
Pnoc,16886.755305265702,16369.231342494098
Trp53i11,16913.755305265702,16369.231342494098
Slc6a1,17241.755305265702,16369.231342494098
Cplx2,17419.755305265702,16369.231342494098
Plp1,17426.755305265702,16369.231342494098
Nrn1,17818.755305265702,16369.231342494098
Gad1,16755.755305265702,16370.231342494098
Cadps2,16818.755305265702,16370.231342494098
Plp1,17469.755305265702,16370.231342494098
Nrn1,17496.755305265702,16370.231342494098
Cpne5,17519.755305265702,16370.231342494098
Cplx2,17533.755305265702,16370.231342494098
Pthlh,17564.755305265702,16370.231342494098
Col25a1,17617.755305265702,16370.231342494098
Slc6a1,17797.755305265702,16370.231342494098
Plp1,17836.755305265702,16370.231342494098
Sst,17977.755305265702,16370.231342494098
Grin3a,16467.755305265702,16371.231342494098
Gad1,16943.755305265702,16371.231342494098
Cxcl14,17059.755305265702,16371.231342494098
Pcp4,17703.755305265702,16371.231342494098
Cdh13,16602.755305265702,16372.231342494098
Aldoc,16709.755305265702,16372.231342494098
Gabrd,17345.755305265702,16372.231342494098
Plp1,17378.755305265702,16372.231342494098
Snca,17952.755305265702,16372.231342494098
Pcp4,16824.755305265702,16373.231342494098
Aldoc,16889.755305265702,16373.231342494098
