Gene,y,x
Cxcl14,900.13720932696,9398.33986266621
Cplx2,980.13720932696,9398.33986266621
Cdh13,1004.13720932696,9398.33986266621
Pde1a,1087.13720932696,9398.33986266621
Cdh13,1190.13720932696,9398.33986266621
Trp53i11,1270.13720932696,9398.33986266621
Vip,1310.13720932696,9398.33986266621
Cpne5,1518.13720932696,9398.33986266621
Cadps2,1788.1372093269601,9398.33986266621
Sst,1905.1372093269601,9398.33986266621
Lamp5,1923.1372093269601,9398.33986266621
Pcp4,1968.1372093269601,9398.33986266621
Cxcl14,585.13720932696,9399.33986266621
Aldoc,807.13720932696,9399.33986266621
Nov,964.13720932696,9399.33986266621
Cplx2,1205.13720932696,9399.33986266621
Vip,1306.13720932696,9399.33986266621
Snca,1409.13720932696,9399.33986266621
Aldoc,1748.13720932696,9399.33986266621
Reln,1767.1372093269601,9399.33986266621
Snca,1952.1372093269601,9399.33986266621
Pde1a,1958.1372093269601,9399.33986266621
Aldoc,592.13720932696,9400.33986266621
Aldoc,698.13720932696,9400.33986266621
Cplx2,746.13720932696,9400.33986266621
Slc6a1,905.13720932696,9400.33986266621
Slc6a1,917.13720932696,9400.33986266621
Cdh13,1222.13720932696,9400.33986266621
Wfs1,1242.13720932696,9400.33986266621
Pvalb,1496.13720932696,9400.33986266621
Rgs4,1581.13720932696,9400.33986266621
Rgs4,1610.13720932696,9400.33986266621
Enpp2,1682.13720932696,9400.33986266621
Calb2,1810.1372093269601,9400.33986266621
Calb1,1898.1372093269601,9400.33986266621
Snca,1945.1372093269601,9400.33986266621
Nrn1,1983.1372093269601,9400.33986266621
Bcl11b,683.13720932696,9401.33986266621
Gad1,702.13720932696,9401.33986266621
Nov,998.13720932696,9401.33986266621
Neurod6,1237.13720932696,9401.33986266621
Vip,1291.13720932696,9401.33986266621
Snca,1534.13720932696,9401.33986266621
Cplx2,310.13720932696,9402.33986266621
Id2,781.13720932696,9402.33986266621
Cpne5,948.13720932696,9402.33986266621
Tac1,959.13720932696,9402.33986266621
Wfs1,966.13720932696,9402.33986266621
Lamp5,993.13720932696,9402.33986266621
Neurod6,1014.13720932696,9402.33986266621
Lhx6,1031.13720932696,9402.33986266621
Prkca,1161.13720932696,9402.33986266621
Lamp5,1199.13720932696,9402.33986266621
Cxcl14,1278.13720932696,9402.33986266621
Vip,1299.13720932696,9402.33986266621
Cox6a2,1400.13720932696,9402.33986266621
Cplx2,1544.13720932696,9402.33986266621
Rgs10,411.13720932696,9403.33986266621
Pnoc,717.13720932696,9403.33986266621
Tac2,723.13720932696,9403.33986266621
Aldoc,814.13720932696,9403.33986266621
Prkca,926.13720932696,9403.33986266621
Cck,1549.13720932696,9403.33986266621
Trp53i11,370.13720932696,9404.33986266621
Rgs4,575.13720932696,9404.33986266621
Cplx2,912.13720932696,9404.33986266621
Cxcl14,920.13720932696,9404.33986266621
Kctd12,1295.13720932696,9404.33986266621
Satb1,1361.13720932696,9404.33986266621
Nrn1,1610.13720932696,9404.33986266621
Id2,1703.13720932696,9404.33986266621
Plp1,1802.1372093269601,9404.33986266621
Kit,732.13720932696,9405.33986266621
Neurod6,1228.13720932696,9405.33986266621
Rgs4,1367.13720932696,9405.33986266621
Pde1a,1640.13720932696,9405.33986266621
Nrn1,1693.13720932696,9405.33986266621
Plp1,1795.1372093269601,9405.33986266621
Nrn1,1979.1372093269601,9405.33986266621
Cck,1983.1372093269601,9405.33986266621
Gad1,709.13720932696,9406.33986266621
Nrn1,938.13720932696,9406.33986266621
Cpne5,1373.13720932696,9406.33986266621
Plcxd2,1657.13720932696,9406.33986266621
Pde1a,1689.13720932696,9406.33986266621
Cck,1700.13720932696,9406.33986266621
Lamp5,1969.1372093269601,9406.33986266621
Pde1a,1975.1372093269601,9406.33986266621
Lamp5,716.13720932696,9407.33986266621
Aldoc,821.13720932696,9407.33986266621
Aldoc,833.13720932696,9407.33986266621
Cxcl14,917.13720932696,9407.33986266621
Wfs1,1201.13720932696,9407.33986266621
Snca,1514.13720932696,9407.33986266621
Snca,1525.13720932696,9407.33986266621
Nrn1,1533.13720932696,9407.33986266621
Pde1a,1572.13720932696,9407.33986266621
Snca,1905.1372093269601,9407.33986266621
Trp53i11,622.13720932696,9408.33986266621
Tac2,737.13720932696,9408.33986266621
Enpp2,950.13720932696,9408.33986266621
Id2,960.13720932696,9408.33986266621
Cck,967.13720932696,9408.33986266621
Cplx2,984.13720932696,9408.33986266621
Cdh13,1018.13720932696,9408.33986266621
Trp53i11,1028.13720932696,9408.33986266621
Lamp5,1094.13720932696,9408.33986266621
Slc6a1,1150.13720932696,9408.33986266621
Wfs1,1210.13720932696,9408.33986266621
Cdh13,1233.13720932696,9408.33986266621
Cplx2,1280.13720932696,9408.33986266621
Neurod6,1387.13720932696,9408.33986266621
Cplx2,763.13720932696,9409.33986266621
Snca,990.13720932696,9409.33986266621
Pde1a,995.13720932696,9409.33986266621
Cnr1,1519.13720932696,9409.33986266621
Rgs4,1542.13720932696,9409.33986266621
Cck,1925.1372093269601,9409.33986266621
Nrn1,1930.1372093269601,9409.33986266621
Rasgrf2,1003.13720932696,9410.33986266621
Cplx2,1334.13720932696,9410.33986266621
Enpp2,1355.13720932696,9410.33986266621
Id2,1505.13720932696,9410.33986266621
Snca,1609.13720932696,9410.33986266621
Lamp5,1705.13720932696,9410.33986266621
Snca,1990.1372093269601,9410.33986266621
Cplx2,913.13720932696,9411.33986266621
Snca,936.13720932696,9411.33986266621
Prkca,1011.13720932696,9411.33986266621
Cnr1,1110.13720932696,9411.33986266621
Cdh13,1118.13720932696,9411.33986266621
Cplx2,1185.13720932696,9411.33986266621
Id2,1381.13720932696,9411.33986266621
Hapln1,1711.13720932696,9411.33986266621
Lamp5,1023.13720932696,9412.33986266621
Wfs1,1089.13720932696,9412.33986266621
Rgs4,1524.13720932696,9412.33986266621
Cck,1587.13720932696,9412.33986266621
Rgs4,1693.13720932696,9412.33986266621
Neurod6,1875.1372093269601,9412.33986266621
Nrn1,1980.1372093269601,9412.33986266621
Cryab,235.13720932696,9413.33986266621
Sst,700.13720932696,9413.33986266621
Trp53i11,776.13720932696,9413.33986266621
Trp53i11,945.13720932696,9413.33986266621
Lamp5,1092.13720932696,9413.33986266621
Snca,1283.13720932696,9413.33986266621
Lamp5,1537.13720932696,9413.33986266621
Snca,1938.1372093269601,9413.33986266621
Cxcl14,723.13720932696,9414.33986266621
Cplx2,744.13720932696,9414.33986266621
Cplx2,794.13720932696,9414.33986266621
Pde1a,805.13720932696,9414.33986266621
Slc6a1,1033.13720932696,9414.33986266621
