Gene,y,x
Plp1,25647.410590826803,7292.63061652193
Enpp2,25651.410590826803,7295.63061652193
Nrn1,25638.410590826803,7296.63061652193
Neurod6,25908.410590826803,7298.63061652193
Neurod6,25911.410590826803,7302.63061652193
Pde1a,25923.410590826803,7302.63061652193
Cxcl14,25621.410590826803,7304.63061652193
Cxcl14,25811.410590826803,7311.63061652193
Slc6a1,25817.410590826803,7312.63061652193
Pde1a,25925.410590826803,7318.63061652193
Penk,25876.410590826803,7322.63061652193
Aldoc,25719.410590826803,7326.63061652193
Pde1a,25908.410590826803,7338.63061652193
Sst,25518.410590826803,7340.63061652193
Aldoc,25671.410590826803,7340.63061652193
Sst,25498.410590826803,7342.63061652193
Sst,25507.410590826803,7342.63061652193
Npy,25496.410590826803,7349.63061652193
Neurod6,25928.410590826803,7353.63061652193
Cck,25905.410590826803,7356.63061652193
Pvalb,25628.410590826803,7363.63061652193
Pcp4,25923.410590826803,7364.63061652193
Plp1,25754.410590826803,7369.63061652193
Snca,25982.410590826803,7369.63061652193
Gad1,25464.410590826803,7370.63061652193
Hapln1,25738.410590826803,7370.63061652193
Plp1,25716.410590826803,7371.63061652193
Aldoc,25735.410590826803,7371.63061652193
Plp1,25753.410590826803,7374.63061652193
Plp1,25645.410590826803,7378.63061652193
Plp1,25751.410590826803,7379.63061652193
Ndnf,25765.410590826803,7380.63061652193
Pcp4,25961.410590826803,7380.63061652193
Plp1,25744.410590826803,7383.63061652193
Cplx2,25788.410590826803,7383.63061652193
Plp1,25752.410590826803,7384.63061652193
Neurod6,25972.410590826803,7388.63061652193
Plp1,25721.410590826803,7392.63061652193
Nrn1,25377.410590826803,7398.63061652193
Aldoc,25801.410590826803,7398.63061652193
Aldoc,25562.410590826803,7399.63061652193
Enpp2,25715.410590826803,7400.63061652193
Plp1,25723.410590826803,7400.63061652193
Cplx2,25627.410590826803,7402.63061652193
Plp1,25713.410590826803,7407.63061652193
Plp1,25707.410590826803,7408.63061652193
Enpp2,25640.410590826803,7409.63061652193
Enpp2,25647.410590826803,7413.63061652193
Plp1,25645.410590826803,7417.63061652193
Plp1,25710.410590826803,7417.63061652193
