Gene,y,x
Ntng1,7403.03094126284,3938.55375418556
Nos1,7534.03094126284,3938.55375418556
Ntng1,7408.03094126284,3939.55375418556
Pde1a,7787.03094126284,3939.55375418556
Aldoc,7897.03094126284,3939.55375418556
Aldoc,7975.03094126284,3939.55375418556
Sst,7423.03094126284,3940.55375418556
Prkca,7614.03094126284,3940.55375418556
Snca,7658.03094126284,3940.55375418556
Nrn1,7676.03094126284,3940.55375418556
Nrn1,7690.03094126284,3940.55375418556
Reln,7859.03094126284,3940.55375418556
Cplx2,7982.03094126284,3940.55375418556
Hapln1,7990.03094126284,3940.55375418556
Nrn1,7872.03094126284,3941.55375418556
Sst,7432.03094126284,3942.55375418556
Aldoc,7496.03094126284,3942.55375418556
Cadps2,7814.03094126284,3942.55375418556
Sst,7422.03094126284,3944.55375418556
Snca,7664.03094126284,3944.55375418556
Nrn1,7771.03094126284,3944.55375418556
Nos1,7883.03094126284,3944.55375418556
Slc6a1,7403.03094126284,3945.55375418556
Sst,7410.03094126284,3945.55375418556
Cplx2,7679.03094126284,3945.55375418556
Cplx2,7701.03094126284,3945.55375418556
Nrn1,7869.03094126284,3945.55375418556
Aldoc,7997.03094126284,3945.55375418556
Rgs4,7673.03094126284,3946.55375418556
Cnr1,7779.03094126284,3946.55375418556
Cplx2,7905.03094126284,3946.55375418556
Sst,7446.03094126284,3947.55375418556
Nos1,7892.03094126284,3947.55375418556
Col25a1,7946.03094126284,3947.55375418556
Slc6a1,7726.03094126284,3948.55375418556
Sst,7760.03094126284,3948.55375418556
Reln,7900.03094126284,3948.55375418556
Nrn1,7659.03094126284,3949.55375418556
Col25a1,7874.03094126284,3949.55375418556
Pde1a,7879.03094126284,3950.55375418556
Cplx2,7967.03094126284,3950.55375418556
Slc6a1,7407.03094126284,3951.55375418556
Nos1,7539.03094126284,3951.55375418556
Lamp5,7632.03094126284,3951.55375418556
Slc6a1,7749.03094126284,3951.55375418556
Aldoc,7931.03094126284,3951.55375418556
Sst,7437.03094126284,3952.55375418556
Rasgrf2,7546.03094126284,3952.55375418556
Snca,7687.03094126284,3952.55375418556
Cplx2,7851.03094126284,3952.55375418556
Pcp4,7936.03094126284,3952.55375418556
Prkca,7648.03094126284,3953.55375418556
Prkca,7680.03094126284,3953.55375418556
Aldoc,7962.03094126284,3953.55375418556
Nos1,7420.03094126284,3954.55375418556
Nrn1,7567.03094126284,3954.55375418556
Pde1a,7769.03094126284,3954.55375418556
Snca,7776.03094126284,3954.55375418556
Pde1a,7817.03094126284,3954.55375418556
Sncg,7942.03094126284,3954.55375418556
Aldoc,7981.03094126284,3954.55375418556
Gad1,7927.03094126284,3955.55375418556
Snca,7401.03094126284,3956.55375418556
Sst,7410.03094126284,3956.55375418556
Nrn1,7550.03094126284,3956.55375418556
Cplx2,7856.03094126284,3956.55375418556
Slc6a1,7932.03094126284,3956.55375418556
Pde1a,7674.03094126284,3957.55375418556
Prkca,7438.03094126284,3958.55375418556
Cplx2,7583.03094126284,3958.55375418556
Cplx2,7652.03094126284,3958.55375418556
Snca,7772.03094126284,3958.55375418556
Gad1,7940.03094126284,3959.55375418556
Snca,7950.03094126284,3959.55375418556
Col25a1,7761.03094126284,3960.55375418556
Serpini1,7926.03094126284,3960.55375418556
Crh,7420.03094126284,3961.55375418556
Gad1,7429.03094126284,3961.55375418556
Reln,7797.03094126284,3961.55375418556
Slc6a1,7934.03094126284,3961.55375418556
Aldoc,7396.03094126284,3962.55375418556
Cplx2,7697.03094126284,3962.55375418556
Cox6a2,7752.03094126284,3962.55375418556
Cplx2,7669.03094126284,3963.55375418556
Cplx2,7854.03094126284,3963.55375418556
Slc6a1,7941.03094126284,3963.55375418556
Aldoc,7496.03094126284,3964.55375418556
Nrn1,7650.03094126284,3964.55375418556
Gad1,7771.03094126284,3964.55375418556
Plp1,7403.03094126284,3965.55375418556
Pde1a,7412.03094126284,3965.55375418556
Crhbp,7439.03094126284,3965.55375418556
Cplx2,7517.03094126284,3965.55375418556
Penk,7724.03094126284,3966.55375418556
Pde1a,7792.03094126284,3966.55375418556
Sema3c,7873.03094126284,3966.55375418556
Prkca,7926.03094126284,3966.55375418556
Slc6a1,7996.03094126284,3966.55375418556
Rgs4,7586.03094126284,3967.55375418556
Kctd12,7731.03094126284,3967.55375418556
Wfs1,7822.03094126284,3967.55375418556
Gad1,7923.03094126284,3967.55375418556
Rgs4,7938.03094126284,3967.55375418556
Crhbp,7416.03094126284,3968.55375418556
Slc6a1,7580.03094126284,3968.55375418556
Slc6a1,7705.03094126284,3968.55375418556
Cck,7714.03094126284,3968.55375418556
Cplx2,7548.03094126284,3969.55375418556
Nrn1,7665.03094126284,3969.55375418556
Prkca,7769.03094126284,3969.55375418556
Aldoc,7341.03094126284,3970.55375418556
Pde1a,7659.03094126284,3970.55375418556
Cplx2,7692.03094126284,3970.55375418556
Slc6a1,7739.03094126284,3970.55375418556
Sst,7432.03094126284,3971.55375418556
Htr3a,7470.03094126284,3971.55375418556
Cplx2,7618.03094126284,3971.55375418556
Snca,7651.03094126284,3971.55375418556
Satb1,7670.03094126284,3972.55375418556
Gda,7881.03094126284,3972.55375418556
Slc6a1,7913.03094126284,3972.55375418556
Crhbp,7920.03094126284,3972.55375418556
Sst,7440.03094126284,3973.55375418556
Aldoc,7346.03094126284,3974.55375418556
Sst,7417.03094126284,3974.55375418556
Nos1,7810.03094126284,3974.55375418556
Sst,7425.03094126284,3975.55375418556
Trp53i11,7436.03094126284,3975.55375418556
Reln,7559.03094126284,3975.55375418556
Nrn1,7588.03094126284,3975.55375418556
Cplx2,7626.03094126284,3975.55375418556
Cplx2,7804.03094126284,3975.55375418556
Cryab,7360.03094126284,3976.55375418556
Pde1a,7664.03094126284,3976.55375418556
Slc6a1,7743.03094126284,3976.55375418556
Gad1,7907.03094126284,3976.55375418556
Bcl11b,7716.03094126284,3977.55375418556
Calb1,7775.03094126284,3977.55375418556
Cplx2,7781.03094126284,3977.55375418556
Gad1,7959.03094126284,3977.55375418556
Slc6a1,7982.03094126284,3977.55375418556
Aldoc,7515.03094126284,3978.55375418556
Rgs4,7942.03094126284,3978.55375418556
Calb1,7771.03094126284,3979.55375418556
Sst,7431.03094126284,3980.55375418556
Aldoc,7473.03094126284,3981.55375418556
Slc6a1,7575.03094126284,3981.55375418556
Cplx2,7540.03094126284,3982.55375418556
Cplx2,7781.03094126284,3982.55375418556
Nrn1,7693.03094126284,3983.55375418556
Slc6a1,7734.03094126284,3983.55375418556
Calb1,7930.03094126284,3984.55375418556
Prkca,7472.03094126284,3985.55375418556
Prkca,7391.03094126284,3986.55375418556
