Gene,y,x
Slc6a1,3938.9114792941796,5773.69815771643
Sst,3817.9114792941796,5777.69815771643
Id2,3784.9114792941796,5781.69815771643
Aldoc,3882.9114792941796,5781.69815771643
Id2,3803.9114792941796,5784.69815771643
Id2,3956.9114792941796,5795.69815771643
Plp1,3846.9114792941796,5797.69815771643
Plp1,3840.9114792941796,5801.69815771643
Plp1,3850.9114792941796,5802.69815771643
Cxcl14,3788.9114792941796,5803.69815771643
Plp1,3854.9114792941796,5803.69815771643
Cdh13,3993.9114792941796,5804.69815771643
Cxcl14,3948.9114792941796,5813.69815771643
Aldoc,3862.9114792941796,5814.69815771643
Cxcl14,3945.9114792941796,5819.69815771643
Cadps2,3957.9114792941796,5820.69815771643
Aldoc,3948.9114792941796,5825.69815771643
Aldoc,3941.9114792941796,5826.69815771643
Cadps2,3808.9114792941796,5845.69815771643
Trp53i11,3903.9114792941796,5848.69815771643
Plp1,3909.9114792941796,5852.69815771643
Id2,3971.9114792941796,5867.69815771643
Aldoc,3970.9114792941796,5873.69815771643
Aldoc,3790.9114792941796,5874.69815771643
Slc6a1,3981.9114792941796,5881.69815771643
Aldoc,3999.9114792941796,5890.69815771643
Plp1,3945.9114792941796,5892.69815771643
Plp1,3915.9114792941796,5893.69815771643
Slc6a1,3971.9114792941796,5900.69815771643
Plp1,3938.9114792941796,5902.69815771643
Pcp4,3848.9114792941796,5910.69815771643
Slc6a1,3825.9114792941796,5917.69815771643
Cplx2,3789.9114792941796,5922.69815771643
Aldoc,3941.9114792941796,5922.69815771643
Gda,3828.9114792941796,5923.69815771643
Aldoc,3974.9114792941796,5923.69815771643
Cryab,3902.9114792941796,5934.69815771643
Plp1,3897.9114792941796,5935.69815771643
Plp1,3906.9114792941796,5939.69815771643
Plp1,3893.9114792941796,5942.69815771643
Cplx2,3837.9114792941796,5945.69815771643
Plp1,3901.9114792941796,5945.69815771643
Cdh13,3960.9114792941796,5945.69815771643
Cryab,3890.9114792941796,5950.69815771643
Plp1,3904.9114792941796,5951.69815771643
Rgs10,3944.9114792941796,5951.69815771643
Plp1,3847.9114792941796,5955.69815771643
Ndnf,3856.9114792941796,5955.69815771643
Plp1,3897.9114792941796,5955.69815771643
Enpp2,3917.9114792941796,5957.69815771643
Pcp4,3911.9114792941796,5958.69815771643
Plp1,3842.9114792941796,5960.69815771643
Plp1,3890.9114792941796,5960.69815771643
Plp1,3892.9114792941796,5964.69815771643
Enpp2,3864.9114792941796,5967.69815771643
Cryab,3898.9114792941796,5968.69815771643
Aldoc,3856.9114792941796,5970.69815771643
Id2,3893.9114792941796,5970.69815771643
Aldoc,3988.9114792941796,5975.69815771643
Cplx2,3880.9114792941796,5978.69815771643
Cplx2,3945.9114792941796,5981.69815771643
Reln,3849.9114792941796,5986.69815771643
Aldoc,3897.9114792941796,5988.69815771643
Cplx2,3956.9114792941796,5988.69815771643
Ndnf,3872.9114792941796,5991.69815771643
Neurod6,3788.9114792941796,5995.69815771643
Nr4a2,3901.9114792941796,5996.69815771643
Rgs4,2176.38758280745,5795.438988681421
Rgs10,2718.38758280745,5795.438988681421
Aldoc,2797.38758280745,5795.438988681421
Aldoc,2830.38758280745,5795.438988681421
Nov,3071.38758280745,5795.438988681421
Pde1a,3347.38758280745,5795.438988681421
Sst,2105.38758280745,5796.438988681421
Cck,2959.38758280745,5796.438988681421
Cplx2,3121.38758280745,5796.438988681421
Plp1,3397.38758280745,5796.438988681421
Id2,3597.38758280745,5796.438988681421
Pcp4,2360.38758280745,5797.438988681421
Cxcl14,2880.38758280745,5797.438988681421
Pde1a,3054.38758280745,5797.438988681421
Synpr,3218.38758280745,5797.438988681421
Aldoc,3242.38758280745,5797.438988681421
Plp1,3390.38758280745,5797.438988681421
Slc6a1,3439.38758280745,5797.438988681421
Bcl11b,2067.38758280745,5798.438988681421
Pde1a,2792.38758280745,5798.438988681421
Plp1,2811.38758280745,5798.438988681421
Cryab,3403.38758280745,5798.438988681421
Cplx2,2141.38758280745,5799.438988681421
Cck,2529.38758280745,5799.438988681421
Col25a1,3065.38758280745,5799.438988681421
Pde1a,3070.38758280745,5799.438988681421
Aldoc,3103.38758280745,5799.438988681421
Cplx2,2019.38758280745,5800.438988681421
Aldoc,2332.38758280745,5800.438988681421
Cplx2,2698.38758280745,5800.438988681421
Pthlh,2736.38758280745,5800.438988681421
Pde1a,3047.38758280745,5800.438988681421
Pde1a,3074.38758280745,5800.438988681421
Chrm2,3212.38758280745,5800.438988681421
Hapln1,3467.38758280745,5800.438988681421
Pde1a,3509.38758280745,5800.438988681421
Pde1a,2783.38758280745,5801.438988681421
Aldoc,2829.38758280745,5801.438988681421
Plp1,3384.38758280745,5801.438988681421
Plp1,3396.38758280745,5801.438988681421
Neurod6,3565.38758280745,5801.438988681421
Plp1,2035.38758280745,5802.438988681421
Reln,2196.38758280745,5802.438988681421
Cck,2284.38758280745,5802.438988681421
Pde1a,3071.38758280745,5803.438988681421
Neurod6,3219.38758280745,5803.438988681421
Sst,3430.38758280745,5803.438988681421
Trp53i11,3690.38758280745,5803.438988681421
Cplx2,2472.38758280745,5804.438988681421
Crh,2534.38758280745,5804.438988681421
Cdh13,3522.38758280745,5804.438988681421
Cryab,2046.38758280745,5805.438988681421
Pcp4,2122.38758280745,5805.438988681421
Aldoc,2971.38758280745,5805.438988681421
Lamp5,3053.38758280745,5805.438988681421
Aldoc,3264.38758280745,5805.438988681421
Trp53i11,3409.38758280745,5805.438988681421
Enpp2,2065.38758280745,5806.438988681421
Pde1a,2695.38758280745,5806.438988681421
Crhbp,3388.38758280745,5806.438988681421
Plp1,3393.38758280745,5806.438988681421
Pcp4,2712.38758280745,5807.438988681421
Enpp2,2061.38758280745,5808.438988681421
Aldoc,2607.38758280745,5808.438988681421
Sncg,3046.38758280745,5808.438988681421
Cplx2,3075.38758280745,5808.438988681421
Plp1,3383.38758280745,5808.438988681421
Grin3a,3422.38758280745,5808.438988681421
Enpp2,2049.38758280745,5809.438988681421
Aldoc,2668.38758280745,5809.438988681421
Aldoc,2916.38758280745,5809.438988681421
Tac2,2706.38758280745,5810.438988681421
Pde1a,3054.38758280745,5810.438988681421
Synpr,3207.38758280745,5810.438988681421
Sst,3358.38758280745,5810.438988681421
Plp1,2055.38758280745,5811.438988681421
Prkca,2186.38758280745,5811.438988681421
Rgs4,2691.38758280745,5811.438988681421
Bcl11b,2701.38758280745,5811.438988681421
Cplx2,2910.38758280745,5811.438988681421
Cck,3214.38758280745,5811.438988681421
Enpp2,3386.38758280745,5811.438988681421
Col25a1,3590.38758280745,5811.438988681421
Plp1,2069.38758280745,5812.438988681421
Cadps2,3201.38758280745,5812.438988681421
Synpr,3223.38758280745,5812.438988681421
Lhx6,3332.38758280745,5812.438988681421
Pde1a,3552.38758280745,5812.438988681421
Cplx2,3019.38758280745,5813.438988681421
Rgs12,3027.38758280745,5813.438988681421
Enpp2,3104.38758280745,5813.438988681421
Sst,3350.38758280745,5813.438988681421
Cryab,3390.38758280745,5813.438988681421
Cpne5,2695.38758280745,5814.438988681421
Pnoc,3426.38758280745,5814.438988681421
Plp1,2054.38758280745,5815.438988681421
Serpini1,2080.38758280745,5815.438988681421
Pcp4,2676.38758280745,5815.438988681421
Neurod6,3209.38758280745,5815.438988681421
Slc6a1,3363.38758280745,5815.438988681421
Snca,3477.38758280745,5815.438988681421
Gabrd,2089.38758280745,5816.438988681421
Lamp5,2528.38758280745,5816.438988681421
Pcp4,2701.38758280745,5816.438988681421
Sst,3353.38758280745,5816.438988681421
Penk,3416.38758280745,5816.438988681421
Satb1,3431.38758280745,5816.438988681421
Aldoc,2313.38758280745,5817.438988681421
Nrn1,2469.38758280745,5817.438988681421
Pcp4,2691.38758280745,5817.438988681421
Cplx2,2802.38758280745,5817.438988681421
Slc6a1,3444.38758280745,5817.438988681421
Plp1,2066.38758280745,5818.438988681421
Pcp4,3179.38758280745,5818.438988681421
Plp1,3388.38758280745,5818.438988681421
Cplx2,2037.38758280745,5819.438988681421
Rgs4,2148.38758280745,5819.438988681421
Pcp4,2644.38758280745,5819.438988681421
Rgs4,3206.38758280745,5819.438988681421
Cxcl14,3249.38758280745,5819.438988681421
Slc6a1,3342.38758280745,5819.438988681421
Pnoc,3358.38758280745,5819.438988681421
Neurod6,3363.38758280745,5819.438988681421
Plp1,3395.38758280745,5819.438988681421
Pde1a,3780.38758280745,5819.438988681421
Cplx2,2058.38758280745,5820.438988681421
Kit,2223.38758280745,5820.438988681421
Reln,2232.38758280745,5820.438988681421
Slc6a1,2350.38758280745,5820.438988681421
Reln,3062.38758280745,5820.438988681421
Prkca,3083.38758280745,5820.438988681421
Snca,3221.38758280745,5820.438988681421
Cdh13,3579.38758280745,5820.438988681421
Cplx2,2273.38758280745,5821.438988681421
Cxcl14,2884.38758280745,5821.438988681421
Lhx6,3349.38758280745,5821.438988681421
Pnoc,3415.38758280745,5821.438988681421
Satb1,3424.38758280745,5821.438988681421
Cxcl14,3446.38758280745,5821.438988681421
Id2,2083.38758280745,5822.438988681421
Cryab,2229.38758280745,5822.438988681421
Pcp4,2333.38758280745,5822.438988681421
Cxcl14,2360.38758280745,5822.438988681421
Aldoc,2634.38758280745,5822.438988681421
Snca,2680.38758280745,5822.438988681421
Aldoc,2935.38758280745,5822.438988681421
Cck,3105.38758280745,5822.438988681421
Neurod6,3210.38758280745,5822.438988681421
Plp1,3392.38758280745,5822.438988681421
Snca,2073.38758280745,5823.438988681421
Slc6a1,2222.38758280745,5823.438988681421
Aldoc,2427.38758280745,5823.438988681421
Cpne5,3225.38758280745,5823.438988681421
Pde1a,3318.38758280745,5823.438988681421
Calb1,3339.38758280745,5823.438988681421
Prkca,2065.38758280745,5824.438988681421
Id2,2258.38758280745,5824.438988681421
Cplx2,2894.38758280745,5824.438988681421
Neurod6,3041.38758280745,5824.438988681421
Satb1,3332.38758280745,5824.438988681421
Slc6a1,3363.38758280745,5824.438988681421
Cryab,3588.38758280745,5824.438988681421
Pcp4,2135.38758280745,5825.438988681421
