Gene,y,x
Id2,25429.5392035356,3715.06793818984
Nrn1,25308.5392035356,3719.06793818984
Aldoc,25414.5392035356,3719.06793818984
Cplx2,25457.5392035356,3719.06793818984
Pde1a,25575.5392035356,3719.06793818984
Cplx2,25302.5392035356,3720.06793818984
Slc6a1,25577.5392035356,3724.06793818984
Penk,25374.5392035356,3725.06793818984
Cck,25356.5392035356,3726.06793818984
Cnr1,25386.5392035356,3726.06793818984
Snca,25353.5392035356,3727.06793818984
Prkca,25573.5392035356,3727.06793818984
Cxcl14,25725.5392035356,3730.06793818984
Trp53i11,25398.5392035356,3732.06793818984
Cxcl14,25414.5392035356,3733.06793818984
Cplx2,25445.5392035356,3733.06793818984
Cxcl14,25601.5392035356,3734.06793818984
Col25a1,25546.5392035356,3744.06793818984
Cplx2,25568.5392035356,3751.06793818984
Cplx2,25586.5392035356,3756.06793818984
Cplx2,25953.5392035356,3763.06793818984
Nos1,25623.5392035356,3766.06793818984
Cplx2,25559.5392035356,3768.06793818984
Aldoc,25770.5392035356,3774.06793818984
Cplx2,25283.5392035356,3779.06793818984
Nrn1,25640.5392035356,3781.06793818984
Penk,25650.5392035356,3785.06793818984
Trp53i11,25257.5392035356,3786.06793818984
Cplx2,25276.5392035356,3791.06793818984
Plp1,25905.5392035356,3793.06793818984
Cplx2,25529.5392035356,3795.06793818984
Slc6a1,25315.5392035356,3797.06793818984
Cck,25513.5392035356,3797.06793818984
Plp1,25898.5392035356,3798.06793818984
Slc6a1,25261.5392035356,3809.06793818984
Cplx2,25355.5392035356,3810.06793818984
Snca,25352.5392035356,3816.06793818984
Cck,25561.5392035356,3816.06793818984
Trp53i11,25671.5392035356,3818.06793818984
Slc6a1,25536.5392035356,3819.06793818984
Wfs1,25268.5392035356,3822.06793818984
Nrn1,25350.5392035356,3822.06793818984
Rgs4,25527.5392035356,3822.06793818984
Cplx2,25945.5392035356,3823.06793818984
Nrn1,25354.5392035356,3830.06793818984
Wfs1,25277.5392035356,3832.06793818984
Wfs1,25256.5392035356,3834.06793818984
Rgs4,25272.5392035356,3834.06793818984
Cxcl14,25368.5392035356,3834.06793818984
Cplx2,25250.5392035356,3848.06793818984
Aldoc,25326.5392035356,3854.06793818984
Nrn1,25582.5392035356,3854.06793818984
Serpini1,25670.5392035356,3859.06793818984
Id2,25971.5392035356,3861.06793818984
Cck,25666.5392035356,3863.06793818984
Pde1a,25677.5392035356,3863.06793818984
Aldoc,25451.5392035356,3865.06793818984
Cck,25559.5392035356,3867.06793818984
Cplx2,25423.5392035356,3870.06793818984
Nrn1,25465.5392035356,3872.06793818984
Snca,25685.5392035356,3874.06793818984
Cck,25519.5392035356,3881.06793818984
