Gene,y,x
Slc6a1,5884.31580001849,11118.4895943273
Sst,5912.31580001849,11120.4895943273
Snca,5908.31580001849,11122.4895943273
Trp53i11,5880.31580001849,11124.4895943273
Cplx2,5868.31580001849,11126.4895943273
Cxcl14,5888.31580001849,11126.4895943273
Sst,5903.31580001849,11126.4895943273
Aldoc,5974.31580001849,11126.4895943273
Cplx2,5859.31580001849,11128.4895943273
Trp53i11,5882.31580001849,11131.4895943273
Cnr1,5877.31580001849,11132.4895943273
Plp1,5888.31580001849,11132.4895943273
Htr3a,5729.31580001849,11136.4895943273
Cplx2,5862.31580001849,11136.4895943273
Nrn1,5925.31580001849,11136.4895943273
Cplx2,5746.31580001849,11138.4895943273
Trp53i11,5889.31580001849,11139.4895943273
Sst,5911.31580001849,11147.4895943273
Cplx2,5707.31580001849,11156.4895943273
Pde1a,5779.31580001849,11156.4895943273
Plp1,5958.31580001849,11156.4895943273
Prkca,5702.31580001849,11158.4895943273
Rgs10,5718.31580001849,11159.4895943273
Neurod6,5834.31580001849,11159.4895943273
Trp53i11,5905.31580001849,11162.4895943273
Enpp2,5924.31580001849,11162.4895943273
Cck,5758.31580001849,11164.4895943273
Plp1,5932.31580001849,11164.4895943273
Cnr1,5896.31580001849,11166.4895943273
Cryab,5919.31580001849,11166.4895943273
Aldoc,5971.31580001849,11167.4895943273
Rgs12,5714.31580001849,11169.4895943273
Cplx2,5743.31580001849,11169.4895943273
Cryab,5911.31580001849,11169.4895943273
Plp1,5930.31580001849,11170.4895943273
Plp1,5936.31580001849,11170.4895943273
Plp1,5941.31580001849,11170.4895943273
Snca,5974.31580001849,11172.4895943273
Th,5899.31580001849,11174.4895943273
Plp1,5769.31580001849,11175.4895943273
Plp1,5764.31580001849,11176.4895943273
Plp1,5927.31580001849,11176.4895943273
Plp1,5965.31580001849,11176.4895943273
Plp1,5920.31580001849,11177.4895943273
Plp1,5893.31580001849,11178.4895943273
Plp1,5910.31580001849,11179.4895943273
Plp1,5917.31580001849,11179.4895943273
Enpp2,5936.31580001849,11179.4895943273
Plp1,5950.31580001849,11180.4895943273
Plp1,5923.31580001849,11184.4895943273
Plp1,5932.31580001849,11184.4895943273
Gad1,5695.31580001849,11185.4895943273
Plp1,5903.31580001849,11185.4895943273
Cplx2,5869.31580001849,11186.4895943273
Plp1,5935.31580001849,11189.4895943273
Pnoc,5912.31580001849,11190.4895943273
Plp1,5951.31580001849,11190.4895943273
Prkca,5832.31580001849,11191.4895943273
Wfs1,5891.31580001849,11191.4895943273
Cxcl14,5903.31580001849,11193.4895943273
Plp1,5938.31580001849,11194.4895943273
Aldoc,5807.31580001849,11195.4895943273
Cxcl14,5821.31580001849,11199.4895943273
Plp1,5912.31580001849,11199.4895943273
Cnr1,5906.31580001849,11200.4895943273
Rgs12,5926.31580001849,11200.4895943273
Plp1,5950.31580001849,11202.4895943273
Id2,5857.31580001849,11203.4895943273
Id2,5862.31580001849,11204.4895943273
Plp1,5914.31580001849,11206.4895943273
Nrn1,5832.31580001849,11208.4895943273
Cxcl14,5949.31580001849,11208.4895943273
Cnr1,5695.31580001849,11209.4895943273
Cplx2,5899.31580001849,11209.4895943273
Col25a1,5802.31580001849,11210.4895943273
Rgs10,5752.31580001849,11211.4895943273
Cryab,5758.31580001849,11211.4895943273
Pnoc,5909.31580001849,11211.4895943273
Cplx2,5966.31580001849,11212.4895943273
Cxcl14,5916.31580001849,11214.4895943273
Sst,5895.31580001849,11216.4895943273
Slc6a1,5684.31580001849,11217.4895943273
Id2,5839.31580001849,11217.4895943273
Slc6a1,5928.31580001849,11218.4895943273
Cxcl14,5943.31580001849,11218.4895943273
Cxcl14,5858.31580001849,11220.4895943273
Sst,5896.31580001849,11223.4895943273
Cxcl14,5907.31580001849,11223.4895943273
Cnr1,5914.31580001849,11223.4895943273
Aldoc,5848.31580001849,11224.4895943273
Cxcl14,5901.31580001849,11225.4895943273
Trp53i11,5690.31580001849,11226.4895943273
Cxcl14,5925.31580001849,11226.4895943273
Cxcl14,5916.31580001849,11227.4895943273
Cxcl14,5687.31580001849,11231.4895943273
Cplx2,5697.31580001849,11232.4895943273
Serpini1,5923.31580001849,11232.4895943273
Cxcl14,5692.31580001849,11234.4895943273
Cplx2,5942.31580001849,11235.4895943273
Ndnf,5681.31580001849,11237.4895943273
Cxcl14,5692.31580001849,11238.4895943273
Wfs1,5908.31580001849,11238.4895943273
Aldoc,5927.31580001849,11238.4895943273
Trp53i11,5669.31580001849,11241.4895943273
Ndnf,5684.31580001849,11241.4895943273
Lhx6,5826.31580001849,11241.4895943273
Synpr,5917.31580001849,11241.4895943273
Slc6a1,5856.31580001849,11243.4895943273
Gad1,5926.31580001849,11244.4895943273
Col25a1,5820.31580001849,11245.4895943273
Slc6a1,5913.31580001849,11245.4895943273
