Gene,y,x
Sst,27095.7211534475,5458.835496936579
Sst,27085.7211534475,5490.835496936579
Sst,27090.7211534475,5494.835496936579
Aldoc,26204.7211534475,5503.835496936579
Kit,26198.7211534475,5505.835496936579
Pde1a,26857.7211534475,5514.835496936579
Plp1,26106.7211534475,5520.835496936579
Slc6a1,26459.7211534475,5523.835496936579
Lhx6,27076.7211534475,5528.835496936579
Penk,27002.7211534475,5540.835496936579
Aldoc,26582.7211534475,5542.835496936579
Cck,27158.7211534475,5545.835496936579
Cxcl14,26200.7211534475,5561.835496936579
Snca,26989.7211534475,5566.835496936579
Cck,27041.7211534475,5582.835496936579
Aldoc,26452.7211534475,5585.835496936579
Id2,27044.7211534475,5587.835496936579
Cck,27039.7211534475,5588.835496936579
Cplx2,26879.7211534475,5600.835496936579
Lamp5,26150.7211534475,5604.835496936579
Cck,26524.7211534475,5605.835496936579
Aldoc,26928.7211534475,5606.835496936579
Trp53i11,27141.7211534475,5607.835496936579
Id2,26518.7211534475,5608.835496936579
Cryab,26462.7211534475,5619.835496936579
Neurod6,27030.7211534475,5624.835496936579
Penk,26115.7211534475,5625.835496936579
Cxcl14,26569.7211534475,5626.835496936579
Slc6a1,26432.7211534475,5628.835496936579
Cxcl14,26577.7211534475,5628.835496936579
Cck,26872.7211534475,5640.835496936579
Lamp5,26528.7211534475,5642.835496936579
Calb2,26563.7211534475,5643.835496936579
Gad1,26742.7211534475,5650.835496936579
Aldoc,27047.7211534475,5652.835496936579
Slc6a1,26144.7211534475,5660.835496936579
Aldoc,26375.7211534475,5670.835496936579
Cort,27023.7211534475,5678.835496936579
Slc6a1,26336.7211534475,5703.835496936579
Trp53i11,27092.7211534475,5704.835496936579
Slc6a1,26304.7211534475,5705.835496936579
Snca,27126.7211534475,5710.835496936579
Cplx2,26600.7211534475,5712.835496936579
Cxcl14,26125.7211534475,5720.835496936579
Calb2,26865.7211534475,5727.835496936579
Pnoc,26959.7211534475,5728.835496936579
Rgs4,26360.7211534475,5729.835496936579
Cxcl14,26442.7211534475,5729.835496936579
Neurod6,26588.7211534475,5729.835496936579
Col25a1,26835.7211534475,5730.835496936579
Calb2,26860.7211534475,5732.835496936579
Plp1,27046.7211534475,5732.835496936579
