Gene,y,x
Trp53i11,1965.78539390338,2362.65477769892
Tac2,1981.78539390338,3063.6547776989196
Synpr,1947.78539390338,3218.6547776989196
Sst,1956.78539390338,3253.6547776989196
Cplx2,1992.78539390338,3847.6547776989205
Cplx2,1966.78539390338,3852.6547776989205
Plcxd2,1974.78539390338,3864.6547776989205
Gabrd,1999.78539390338,3865.6547776989205
Slc6a1,1981.78539390338,3869.6547776989205
Reln,1968.78539390338,3875.6547776989205
Reln,1971.78539390338,3879.6547776989205
Nos1,1977.78539390338,3892.6547776989205
Enpp2,1971.78539390338,3894.6547776989205
Enpp2,1974.78539390338,3900.6547776989205
Cplx2,1978.78539390338,3924.6547776989205
Cplx2,1990.78539390338,3941.6547776989205
Rasgrf2,1972.78539390338,3971.6547776989205
Cryab,970.159634193638,2254.1652076972
Yjefn3,552.159634193638,2280.1652076972
Enpp2,968.159634193638,2294.1652076972
Pde1a,936.159634193638,2338.1652076972
Pde1a,938.159634193638,2341.1652076972
Rgs4,1920.15963419364,2346.1652076972
Bcl11b,1824.15963419364,2347.1652076972
Cck,1603.1596341936402,2350.1652076972
Wfs1,1674.1596341936402,2361.1652076972
Aldoc,1625.1596341936402,2377.1652076972
Pvalb,928.159634193638,2383.1652076972
Trp53i11,1443.1596341936402,2403.1652076972
Plp1,883.159634193638,2426.1652076972
Plp1,939.159634193638,2430.1652076972
Aldoc,833.159634193638,2433.1652076972
Plp1,940.159634193638,2433.1652076972
Plp1,1579.1596341936402,2463.1652076972
Enpp2,982.159634193638,2492.1652076972
Plp1,1566.1596341936402,2519.1652076972
Plp1,430.159634193638,2558.1652076972
Nov,1832.15963419364,2561.1652076972
Plp1,1574.1596341936402,2569.1652076972
Plp1,448.159634193638,2575.1652076972
Col25a1,265.159634193638,2581.1652076972
Slc6a1,281.159634193638,2582.1652076972
Vip,287.159634193638,2583.1652076972
Penk,299.159634193638,2586.1652076972
Plp1,274.159634193638,2587.1652076972
Calb2,300.159634193638,2588.1652076972
Satb1,276.159634193638,2591.1652076972
Lamp5,248.159634193638,2592.1652076972
Pcp4,254.159634193638,2593.1652076972
Bcl11b,259.159634193638,2593.1652076972
Tac1,287.159634193638,2599.1652076972
Snca,305.159634193638,2601.1652076972
Tac1,278.159634193638,2609.1652076972
Plcxd2,300.159634193638,2612.1652076972
Col25a1,290.159634193638,2618.1652076972
Cxcl14,377.159634193638,2620.1652076972
Tac2,1935.15963419364,2810.1652076971995
Tac2,1758.1596341936402,2817.1652076971995
Pcp4,505.159634193638,2839.1652076971995
Sst,1663.1596341936402,2874.1652076971995
Serpini1,1555.1596341936402,2896.1652076971995
Pthlh,1551.1596341936402,2900.1652076971995
Th,1550.1596341936402,2906.1652076971995
Bcl11b,1561.1596341936402,2988.1652076971995
Snca,339.159634193638,3018.1652076971995
Aldoc,724.159634193638,3155.1652076971995
Aldoc,726.159634193638,3156.1652076971995
Slc6a1,1570.1596341936402,3160.1652076971995
Pcp4,1789.15963419364,3162.1652076971995
Plp1,1943.15963419364,3216.1652076971995
Aldoc,567.159634193638,3259.1652076971995
Aldoc,547.159634193638,3321.1652076971995
Aldoc,1511.1596341936402,3369.1652076971995
Nrn1,1616.1596341936402,3380.1652076971995
Aldoc,1845.15963419364,3384.1652076971995
Cadps2,1646.1596341936402,3419.1652076971995
Aldoc,1586.1596341936402,3516.1652076971995
Plp1,1746.1596341936402,3516.1652076971995
Pthlh,1573.1596341936402,3521.1652076971995
Aldoc,1677.1596341936402,3527.1652076971995
Aldoc,808.159634193638,3577.1652076971995
Aldoc,1262.15963419364,3597.1652076971995
Cryab,521.159634193638,3634.1652076971995
Aldoc,1233.15963419364,3654.1652076971995
Snca,213.159634193638,3742.1652076971995
Plp1,577.159634193638,3764.1652076971995
Aldoc,506.159634193638,3855.1652076971995
Aldoc,742.159634193638,3884.1652076971995
Aldoc,1109.15963419364,3892.1652076971995
Plp1,1936.15963419364,3901.1652076971995
Cxcl14,1940.15963419364,3920.1652076971995
Calb1,1898.15963419364,3922.1652076971995
Id2,1898.15963419364,3926.1652076971995
Aldoc,1883.15963419364,3932.1652076971995
Trp53i11,1826.15963419364,3959.1652076971995
Cplx2,1909.15963419364,3971.1652076971995
Id2,1863.15963419364,3974.1652076971995
Id2,692.159634193638,3980.1652076971995
Cplx2,1824.15963419364,3981.1652076971995
Cplx2,1903.15963419364,3985.1652076971995
Cplx2,1926.15963419364,3987.1652076971995
Bcl11b,1835.15963419364,3988.1652076971995
Id2,1857.15963419364,3990.1652076971995
Aldoc,1829.15963419364,3996.1652076971995
Wfs1,1841.15963419364,3996.1652076971995
Pde1a,1442.1596341936402,3999.1652076971995
