cell_label,3110035E14Rik,6330403K07Rik,Adgrl2,Aldoc,Arpp21,Bcl11b,Cadps2,Calb1,Calb2,Cck,Cdh13,Chodl,Chrm2,Cnr1,Col25a1,Cort,Cox6a2,Cplx2,Cpne5,Crh,Crhbp,Cryab,Crym,Cux2,Cxcl14,Enc1,Enpp2,Fam19a1,Fos,Gabrd,Gad1,Gda,Grin3a,Hapln1,Htr3a,Id2,Kcnk2,Kctd12,Kit,Lamp5,Lhx6,Ndnf,Neurod6,Nos1,Nov,Npy,Npy2r,Nr4a2,Nrn1,Nrsn1,Ntng1,Pax6,Pcp4,Pde1a,Penk,Plcxd2,Plp1,Pnoc,Prkca,Pthlh,Pvalb,Pvrl3,Qrfpr,Rab3c,Rasgrf2,Rbp4,Reln,Rgs10,Rgs12,Rgs4,Rorb,Rprm,Satb1,Scg2,Sema3c,Serpini1,Slc17a8,Slc6a1,Snca,Sncg,Sst,Sulf2,Synpr,Tac1,Tac2,Th,Thsd7a,Trp53i11,Vip,Wfs1,Yjefn3,Zcchc12,iteration,has_converged,utc
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
1,0.0,0.026771609056897464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08987393959019974,0.0,0.0,0.0,0.0,1.6254187337099175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013991173382888451,0.0,0.0,0.0,0.0,0.07812475391885437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.520748377868815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
2,0.0,0.324038789718529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5491930732428806,0.0,0.0,0.0,0.0,0.41158562308079344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3304005169138957,0.0,0.0,0.0,0.0,0.6490641615723334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6734721814575731e-18,0.0,0.0,6.054527787206637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
3,2.969128534155902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007941054747406204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050763560589625036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024697963890110905,0.0,0.00015842479871019848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095319366841494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96484480436815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
4,0.0,0.0,0.0,0.9156609412204929,0.019999510719175127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.814190665704968,0.0,0.0,0.01050453054618062,0.0,0.031498994015184446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001404392546049401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2535119881904957,0.0,0.0,0.0,0.9437615475959866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807187470445382,4.495720251712232e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
5,0.0,0.0,0.0,0.006903541481401256,0.018309835837148142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0143379503642103,0.0,7.032863476760663e-11,0.018004047537148918,0.0,2.991714870972228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01949645993850605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013586328831772168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.668560651644434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.920769552364329e-10,0.9948416123833284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
6,0.0,0.9961675036547661,0.0,0.9520302483585817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.892717345293935,0.0,0.0,0.0,0.0,0.9930540077670622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9642497927681144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0141618771565326e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9841837976864136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030665877087806557,153,1,2022-07-14 21:02:06.675942
7,0.0,2.047152906507993e-06,0.0,0.01696966432732946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000423703983849004,0.0,0.0,0.0,0.0,0.0,0.0,0.004540531886643611,0.0,4.366633834422907e-05,0.0,0.0,0.0,0.0,2.928920129165292,0.0,0.00014146670832582725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.590985365208216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008676588521250797,0.9859647768647308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00373210433176677,0.00019960077848880353,0.9911888553636174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9835538776781191,153,1,2022-07-14 21:02:06.675942
8,5.672678114612947e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2137560507745816e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.896088726127597e-07,0.0,0.0,0.0,0.2349991778001297,0.0,0.0,0.0,0.0,0.0,0.9883015195267687,0.9883288268266082,0.0,0.0,0.0,0.0,0.0,0.0,2.030834013944692,0.0,4.5260537668228865e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9937742845675758,0.015549516231203991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8249868537570104e-13,0.0,0.9698323630535611,0.00046638198617848504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
9,0.000369276022104592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000296501846676223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002832546017348733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79212638689291,0.9944499672376149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.913144917987097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.208056688712541,0.0,0.0,0.0,0.9326430257799231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009210995165114103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
10,0.0,0.0,0.0,0.0155442252734418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1659671279818102,0.0,0.0,0.9213759651762464,0.0,1.9617615392632861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6213023287076741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.604957993471311,0.0,0.0,0.0,0.021489974896648223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.529078141881507e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.354855104321997e-10,0.0,0.0,0.010130191950615527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
11,1.984329321609656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919022144577156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7357364991222495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14155990050335965,0.9713219070480988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6417275056224185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.429636286418924,0.0,0.0,0.0,0.03752763926708184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300216233988904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7065693024293275e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
12,0.0,0.9957593479668614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5831374683122505e-06,0.0,0.0,0.0,0.0,9.44509397449821e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045779819862049135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037418777449251293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
13,0.0,0.6389310727733613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3100499469694757,0.0,0.0,0.0,0.0,0.946160907729858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6495436894246824,0.0,0.0,0.0,0.0,0.06187102990447206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3281464174995365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
14,4.5131705716082857e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.534072249793299e-07,0.0,0.0,6.822898083832642e-08,0.0,0.0,0.0,0.0,2.651181491905353e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3143579394357214e-09,0.0,0.0,0.0,0.0,0.0,0.0,9.546243821245868e-14,0.9785060694823924,0.0,0.0,16.939771690238935,0.0,1.8814765891159237e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
15,0.0,2.845155802066288e-05,0.0,2.8566419710188093e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0856939899933857e-09,0.0,7.164828002594018e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.004691585926431905,0.0,0.0,0.0,0.0,0.00014014270612530558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1541904922864012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932054681974504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2247888615381387e-11,1.2373202009182896e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.692523157625504,0.0,0.0,0.0,0.0,0.0,5.6112835223865444e-06,0.0019578354578311434,0.0,0.0,0.0,0.0,0.0,0.0,0.0005221177057579908,0.0,0.9933464669232848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001898912738556881,4.951084040218344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01763633920661408,0.00038108343668064905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012518589170014885,153,1,2022-07-14 21:02:06.675942
17,0.0,0.0,0.0,0.0,0.013317208552389652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4601697507314578e-05,0.0,0.0,1.893088176835506e-06,0.0,0.0,0.0,0.0,3.9781601374554594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7686101993350738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0122684069639225e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.645273582321132e-07,0.0,0.0,0.0,15.90089236280606,0.0,2.8595546508761727e-05,0.0,6.211170735231243e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.582579978277648e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024937117993174955,3.001444153622931e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2098670888826932,0.0,0.0,0.0,0.0,0.9522819406942918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008263367835646664,0.0,0.0,0.0,0.0,0.0,0.0,1.8660909844466148e-08,0.0,0.0,0.0,5.394810714803961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
19,0.0,0.0,0.0,0.0008872328603122848,0.0,0.0,1.9776911402514106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0254556870670896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022369064530243468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003219953586500316,0.0,0.000330694683192163,0.0,0.9433838040367589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
20,4.527851055616688e-05,0.0,0.0,0.0,1.2367298271487309e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.973966063885202,0.0,0.0,0.9936747396561273,0.0,0.0,0.0,0.0,1.9413928853380265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011737692870046566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9825856117375188,0.0,0.0,0.0,0.0,0.0,0.0,0.9563185311188028,0.0,0.0,0.0,7.948726689642871,0.0,2.9802329662735914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
21,9.87647204388404e-15,0.0,0.0,0.0,0.0005967227981272237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7738979374956507,0.0,0.9926881721011398,0.0,0.0,3.4045693953322977e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01173852409148e-06,0.0,0.0,6.173163981060916e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.945565526509736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004126819524999948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.758038819443907e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
22,0.8148975831895439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9937313428443417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9509479053625173,0.0,0.0,7.63868492128307,0.0,0.0,0.0,4.556639765763363e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.787216305831427e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9527492670414905,0.0,0.0,0.0,0.0,0.06923484663961475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04747942134385511,1.980007112092208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.455143031694883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
24,0.0,7.346940387762201e-12,0.0,2.9872776681285282,0.0,0.0,2.6237342809848725e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4689953323105174e-05,0.0,0.0,0.0,0.04229829337521699,0.0,0.0,0.0,0.0,0.000575144764901459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9469545612986217,0.0,0.0,0.0,0.0,0.0,0.0,4.389054682746244e-18,0.0,0.0,5.003975035709405e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9936286291286476,0.0,1.962418789435251,0.0,0.02874014028863301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9685895321887854,0.0,7.484860017353298e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
25,0.9670048001530358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.119994728059087e-07,0.0,0.0,0.0,0.0,4.282408481741073e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.637850503557115e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.779028735025869e-11,0.0,0.0,5.178811196209842e-05,0.0,0.0,0.0,1.9671579803007613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8717038412372371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
26,0.0,1.4079362287939227e-06,0.0,0.00010816736741373589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06305178955618662,0.0,0.0,0.0,2.964320990770994,0.0,0.0,0.0,0.0,3.9816415985556324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.673562798613015e-09,0.0,0.0,1.1224179285588211e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6210401874106772e-05,0.0,0.0,12.58702412729499,0.0,4.0973709582601934e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125758240419635e-05,0.0,0.9879847797619655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
27,0.002610625931810466,0.0,0.0,0.0,0.001531809075453174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008017895393070294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9632125490373544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10501036901143049,0.0,0.0,0.0,1.7951741297616715,0.0,0.0,0.0,0.0,0.0,0.0009701993677669634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005685106607116922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
28,1.0847353041004266e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.726643408939033,0.0,0.0,0.0,0.0,1.5846772634523036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03953710890036297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891333788944402,0.0,0.0,0.0,0.0,0.0,0.0,0.013189479222612254,0.0,0.0,0.0,11.551147641571639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014087721105834748,0.0,0.0,0.0,0.0,0.9937186417613899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.456785110001157e-07,0.0,0.0,0.9902982410539333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,1,2022-07-14 21:02:06.675942
