,Gene,x,y
32353,Neurod6,2318,1647
32354,Neurod6,2318,1514
32355,Wfs1,2318,1499
32356,Wfs1,2318,1454
32357,Cplx2,2318,1217
32358,Neurod6,2319,1667
32359,6330403K07Rik,2319,1615
32360,Neurod6,2319,1573
32361,3110035E14Rik,2319,1519
32362,Neurod6,2319,1397
32363,Scg2,2319,1370
32364,Pcp4,2319,1005
32365,Enc1,2320,1586
32366,Prkca,2320,1555
32367,3110035E14Rik,2320,1453
32368,Plp1,2321,1744
32369,Nrn1,2321,1643
32370,Bcl11b,2321,1617
32371,Prkca,2321,1596
32372,Lamp5,2321,1498
32373,Neurod6,2321,1484
32374,Rgs4,2321,1387
32375,Enc1,2321,1318
32376,6330403K07Rik,2321,750
32377,Sema3c,2322,1662
32378,3110035E14Rik,2322,1632
32379,Cplx2,2322,1568
32380,Pde1a,2322,1507
32381,3110035E14Rik,2322,1496
32382,Prkca,2322,1399
32383,Cplx2,2322,934
32384,Neurod6,2323,1603
32385,Rgs4,2323,1587
32386,Neurod6,2323,1572
32387,Cck,2323,1383
32388,Plp1,2323,823
32389,Neurod6,2324,1649
32390,Neurod6,2324,1638
32391,Id2,2324,1423
32392,Pde1a,2324,1411
32393,Id2,2324,1402
32394,3110035E14Rik,2324,1367
32395,Plp1,2324,826
32396,Neurod6,2325,1653
32397,Fam19a1,2325,1594
32398,Cplx2,2325,1488
32399,Aldoc,2325,1454
32400,Pde1a,2325,1437
32401,Scg2,2325,1405
32402,3110035E14Rik,2325,1385
32403,Cplx2,2325,1200
32404,Plp1,2325,815
32405,Neurod6,2326,1661
32406,Neurod6,2326,1582
32407,Fam19a1,2326,1531
32408,Neurod6,2326,1505
32409,Plp1,2326,820
32410,Plp1,2327,1728
32411,Fam19a1,2327,1600
32412,Neurod6,2327,1566
32413,Arpp21,2327,1513
32414,6330403K07Rik,2327,1485
32415,Rgs4,2327,1477
32416,3110035E14Rik,2327,1398
32417,Enc1,2328,1607
32418,Gda,2328,1529
32419,Htr3a,2328,1519
32420,Rgs4,2328,1413
32421,Neurod6,2329,1744
32422,Nov,2329,1648
32423,Prkca,2329,1600
32424,Neurod6,2329,1564
32425,Enc1,2329,1536
32426,Neurod6,2329,1522
32427,Neurod6,2329,1431
32428,Nrn1,2329,1426
32429,Cplx2,2329,1416
32430,Scg2,2329,1379
32431,Crym,2330,1622
32432,Rgs4,2330,1591
32433,Cck,2330,1400
32434,Rgs4,2330,1389
32435,Pde1a,2330,1370
32436,Cplx2,2331,1668
32437,Crym,2331,1608
32438,Neurod6,2331,1580
32439,Pde1a,2331,1549
32440,Prkca,2331,1541
32441,Pde1a,2331,1534
32442,Cpne5,2331,1517
32443,3110035E14Rik,2331,1455
32444,Neurod6,2331,1432
32445,Pde1a,2331,1407
32446,Enc1,2332,1659
32447,Cck,2332,1617
32448,Scg2,2332,1388
32449,3110035E14Rik,2332,775
32450,Neurod6,2333,1552
32451,Cplx2,2333,1524
32452,Wfs1,2333,1478
32453,Neurod6,2333,1439
32454,Aldoc,2333,1411
32455,Plp1,2333,812
32456,Id2,2333,783
32457,Fam19a1,2334,1582
32458,Neurod6,2334,1576
32459,Nrn1,2334,1563
32460,Wfs1,2334,1498
32461,Neurod6,2334,1416
32462,Cplx2,2334,1413
32463,Neurod6,2334,1378
32464,Neurod6,2335,1670
32465,Neurod6,2335,1575
32466,Wfs1,2335,1569
32467,Pde1a,2335,1534
32468,3110035E14Rik,2335,1484
32469,Crym,2335,1445
32470,Neurod6,2335,1419
32471,Plp1,2335,808
32472,3110035E14Rik,2335,772
32473,3110035E14Rik,2336,1711
32474,Crym,2336,1611
32475,3110035E14Rik,2336,1589
32476,Neurod6,2336,1523
32477,Neurod6,2336,1490
32478,Wfs1,2336,1398
32479,Id2,2336,1371
32480,Cplx2,2336,1310
32481,Aldoc,2336,815
32482,Snca,2337,1742
32483,Satb1,2337,1736
32484,Wfs1,2337,1603
32485,3110035E14Rik,2337,1586
32486,Enc1,2337,1558
32487,Neurod6,2337,1538
32488,Cplx2,2337,1512
32489,Wfs1,2337,1483
32490,Rgs4,2337,1468
32491,Rgs4,2337,1389
32492,Prkca,2338,1665
32493,Neurod6,2338,1639
32494,Wfs1,2338,1583
32495,Wfs1,2338,1555
32496,Neurod6,2338,1535
32497,Cck,2338,1488
32498,3110035E14Rik,2338,1455
32499,Htr3a,2338,1448
32500,Neurod6,2338,1437
32501,3110035E14Rik,2338,1352
32502,Cplx2,2338,1007
32503,Plp1,2338,811
32504,Snca,2339,1740
32505,Sema3c,2339,1624
32506,Enc1,2339,1574
32507,Neurod6,2339,1548
32508,Neurod6,2339,1531
32509,Cdh13,2339,1465
32510,Rgs4,2339,1431
32511,Neurod6,2340,1608
32512,Cck,2340,1588
32513,Neurod6,2340,1540
32514,Neurod6,2340,1411
32515,Rgs4,2341,1598
32516,Neurod6,2341,1556
32517,Enc1,2341,1544
32518,Wfs1,2341,1524
32519,Rgs4,2341,1518
32520,Snca,2341,1477
32521,Rgs4,2341,1410
32522,Prkca,2341,1404
32523,Pde1a,2341,1396
32524,Cck,2342,1561
32525,3110035E14Rik,2342,1492
32526,Enc1,2342,1434
32527,3110035E14Rik,2342,1394
32528,Enc1,2342,1384
32529,Id2,2343,1588
32530,Htr3a,2343,1572
32531,Cck,2343,1562
32532,Neurod6,2343,1498
32533,Cplx2,2343,1485
32534,Penk,2343,1480
32535,3110035E14Rik,2343,1475
32536,Wfs1,2343,1358
32537,Prkca,2344,1624
32538,Cplx2,2344,1549
32539,6330403K07Rik,2344,1537
32540,3110035E14Rik,2344,1476
32541,3110035E14Rik,2344,1474
32542,Crym,2344,1467
32543,6330403K07Rik,2344,1441
32544,Enpp2,2344,801
32545,Enc1,2345,1677
32546,Arpp21,2345,1633
32547,Neurod6,2345,1630
32548,Htr3a,2345,1575
32549,3110035E14Rik,2345,1509
32550,Pde1a,2345,1500
32551,3110035E14Rik,2345,1475
32552,Pde1a,2345,1462
32553,Neurod6,2345,1401
32554,Neurod6,2345,1391
32555,Cplx2,2346,1728
32556,Neurod6,2346,1470
32557,Arpp21,2347,1598
32558,Neurod6,2347,1591
32559,Enpp2,2347,1567
32560,Neurod6,2347,1553
32561,Wfs1,2347,1537
32562,Cplx2,2347,1520
32563,Neurod6,2347,1496
32564,Neurod6,2347,1490
32565,3110035E14Rik,2347,1388
32566,Pde1a,2347,1359
32567,Arpp21,2348,1576
32568,Neurod6,2348,1517
32569,Penk,2348,1426
32570,Aldoc,2348,692
32571,Wfs1,2349,1623
32572,3110035E14Rik,2349,1464
32573,Pde1a,2349,1457
32574,Neurod6,2350,1637
32575,Scg2,2350,1612
32576,Enc1,2350,1508
32577,Neurod6,2350,1481
32578,Neurod6,2350,1443
32579,Rgs4,2350,1403
32580,Neurod6,2351,1609
32581,Neurod6,2351,1523
32582,Htr3a,2351,1507
32583,Wfs1,2351,1502
32584,Crym,2351,1454
32585,Crym,2351,1439
32586,Enc1,2351,1411
32587,Prkca,2351,1365
32588,Neurod6,2351,1345
32589,Reln,2351,1086
32590,Pde1a,2352,1594
32591,Plp1,2352,1575
32592,Fam19a1,2352,1571
32593,Pax6,2352,1535
32594,Neurod6,2352,1522
32595,Wfs1,2352,1503
32596,3110035E14Rik,2352,1334
32597,Cplx2,2352,1204
32598,Arpp21,2353,1565
32599,Arpp21,2353,1532
32600,Cck,2353,1417
32601,Neurod6,2354,1660
32602,Rgs4,2354,1548
32603,Prkca,2354,1521
32604,Wfs1,2354,1508
32605,Fam19a1,2354,1495
32606,Rgs4,2354,1483
32607,Neurod6,2354,1434
32608,Serpini1,2354,1343
32609,Neurod6,2355,1645
32610,Neurod6,2355,1621
32611,Lhx6,2355,1553
32612,Wfs1,2355,1539
32613,Prkca,2355,1522
32614,Neurod6,2355,1479
32615,Id2,2355,1442
32616,Scg2,2355,1408
32617,Neurod6,2355,1369
32618,Id2,2355,954
32619,Satb1,2356,1624
32620,Arpp21,2356,1606
32621,Cck,2356,1511
32622,Neurod6,2356,1449
32623,Rgs4,2356,1444
32624,Enc1,2356,1394
32625,Reln,2356,1078
32626,Htr3a,2357,1600
32627,Crym,2357,1348
32628,Cplx2,2357,1130
32629,Cck,2358,1564
32630,Plp1,2358,1558
32631,Cck,2358,1488
32632,Crym,2358,1484
32633,Neurod6,2358,1423
32634,Crym,2358,1349
32635,Pvalb,2358,693
32636,Pde1a,2359,1636
32637,Fam19a1,2359,1599
32638,3110035E14Rik,2359,1518
32639,Enc1,2359,1450
32640,Scg2,2359,1366
32641,3110035E14Rik,2360,1657
32642,Prkca,2360,1575
32643,Cplx2,2360,1552
32644,3110035E14Rik,2360,1547
32645,Fam19a1,2360,1543
32646,Cadps2,2360,1511
32647,Rgs4,2360,1382
32648,Cplx2,2360,1286
32649,Pde1a,2360,698
32650,Enpp2,2361,1585
32651,Lamp5,2361,1472
32652,Pde1a,2361,1435
32653,Neurod6,2361,1380
32654,Pvalb,2361,895
32655,Aldoc,2361,811
32656,Adgrl2,2362,1531
32657,Adgrl2,2362,1529
32658,Arpp21,2362,1383
32659,Cplx2,2362,1364
32660,Neurod6,2363,1639
32661,Arpp21,2363,1608
32662,Cryab,2363,1592
32663,Snca,2363,1589
32664,Neurod6,2363,1580
32665,Adgrl2,2363,1530
32666,Cadps2,2363,1518
32667,Aldoc,2363,1421
32668,Wfs1,2364,1601
32669,3110035E14Rik,2364,1540
32670,Cadps2,2364,1517
32671,Neurod6,2364,1484
32672,Prkca,2364,1438
32673,Zcchc12,2364,1411
32674,Cryab,2364,711
32675,Cplx2,2365,1705
32676,Neurod6,2365,1646
32677,3110035E14Rik,2365,1576
32678,Fam19a1,2365,1561
32679,Fam19a1,2365,1551
32680,Nov,2365,1522
32681,Scg2,2365,1516
32682,Neurod6,2365,1464
32683,Serpini1,2365,1369
32684,Neurod6,2365,1364
32685,Cnr1,2365,1344
32686,Bcl11b,2365,1336
32687,Sncg,2365,697
32688,Neurod6,2366,1594
32689,Lamp5,2366,1570
32690,Neurod6,2366,1554
32691,Fam19a1,2366,1475
32692,Satb1,2366,1418
32693,Fam19a1,2366,1357
32694,Wfs1,2367,1662
32695,Plp1,2367,1592
32696,Wfs1,2367,1518
32697,Neurod6,2367,1505
32698,Neurod6,2367,1462
32699,Neurod6,2367,1362
32700,Neurod6,2368,1651
32701,Neurod6,2368,1564
32702,Pde1a,2368,1553
32703,3110035E14Rik,2369,1460
32704,Neurod6,2369,1409
32705,Neurod6,2369,1388
32706,Calb2,2369,1353
32707,Cck,2369,1346
32708,Satb1,2369,700
32709,Snca,2370,1611
32710,Cpne5,2370,1593
32711,Plp1,2370,1589
32712,Plp1,2370,1575
32713,Neurod6,2370,1550
32714,3110035E14Rik,2370,1520
32715,Rgs4,2370,692
32716,Scg2,2371,1556
32717,Wfs1,2371,1485
32718,Enc1,2371,1370
32719,Pcp4,2371,933
32720,Cplx2,2372,1646
32721,Cryab,2372,1597
32722,Scg2,2372,1564
32723,Fam19a1,2372,1527
32724,Fam19a1,2372,1478
32725,Nrn1,2372,1449
32726,Serpini1,2372,1439
32727,Crym,2372,1417
32728,Neurod6,2372,1407
32729,Enc1,2372,1377
32730,Cplx2,2372,1325
32731,Plp1,2372,776
32732,Nrn1,2373,1637
32733,Neurod6,2373,1584
32734,Plp1,2373,1570
32735,Crym,2373,1418
32736,Plp1,2373,783
32737,Enpp2,2373,771
32738,Nrn1,2374,1634
32739,Nov,2374,1525
32740,Snca,2374,1507
32741,Wfs1,2374,1483
32742,Enc1,2374,1327
32743,Nrn1,2375,1633
32744,Neurod6,2375,1602
32745,Nov,2375,1524
32746,Snca,2375,1462
32747,3110035E14Rik,2375,1385
32748,3110035E14Rik,2375,1380
32749,Plp1,2375,776
32750,Rorb,2375,772
32751,Enc1,2376,1548
32752,Chodl,2376,1513
32753,Neurod6,2376,1503
32754,Rgs4,2376,1495
32755,Cck,2376,1468
32756,Neurod6,2376,1364
32757,Enpp2,2376,781
32758,Cnr1,2377,1701
32759,Arpp21,2377,1655
32760,Neurod6,2377,1502
32761,Neurod6,2377,1472
32762,Prkca,2377,1410
32763,Neurod6,2377,1390
32764,Pde1a,2378,1557
32765,Scg2,2378,1555
32766,Neurod6,2378,1538
32767,Wfs1,2378,1506
32768,Enc1,2378,1420
32769,Enc1,2378,1406
32770,Rgs4,2378,695
32771,Wfs1,2379,1650
32772,Scg2,2379,1554
32773,3110035E14Rik,2379,1431
32774,Neurod6,2379,1387
32775,Plp1,2379,767
32776,3110035E14Rik,2380,1654
32777,Neurod6,2380,1530
32778,Prkca,2380,1499
32779,Neurod6,2380,1479
32780,3110035E14Rik,2380,1467
32781,Neurod6,2380,1438
32782,Cryab,2380,762
32783,Cplx2,2381,1636
32784,Neurod6,2381,1546
32785,Prkca,2381,1498
32786,Enc1,2381,1487
32787,Wfs1,2381,1378
32788,Pcp4,2381,1265
32789,Cryab,2382,1607
32790,Rgs4,2382,1595
32791,Neurod6,2382,1518
32792,Htr3a,2382,1419
32793,Cadps2,2382,1389
32794,3110035E14Rik,2383,1657
32795,Wfs1,2383,1633
32796,Wfs1,2383,1498
32797,Neurod6,2383,1461
32798,3110035E14Rik,2383,1451
32799,Plp1,2383,763
32800,Crym,2384,1509
32801,Crym,2384,1470
32802,Neurod6,2384,1428
32803,Cplx2,2384,1321
32804,Neurod6,2384,1296
32805,Snca,2385,1580
32806,Cck,2385,1491
32807,Cck,2385,1476
32808,Aldoc,2385,1366
32809,Pde1a,2385,1347
32810,Neurod6,2386,1564
32811,Cplx2,2386,1539
32812,Pde1a,2386,1433
32813,Neurod6,2386,1381
32814,Id2,2386,1005
32815,Cplx2,2387,1549
32816,Penk,2387,1504
32817,3110035E14Rik,2387,1454
32818,Enc1,2387,1263
32819,Enc1,2387,1246
32820,Nrsn1,2387,1235
32821,Plp1,2387,760
32822,Scg2,2388,1399
32823,Neurod6,2388,1376
32824,Neurod6,2388,1367
32825,Bcl11b,2388,1347
32826,Nrsn1,2388,1234
32827,Cck,2388,1221
32828,6330403K07Rik,2388,1143
32829,Aldoc,2388,669
32830,Neurod6,2389,1584
32831,Fam19a1,2389,1575
32832,Crym,2389,1534
32833,Arpp21,2389,1518
32834,3110035E14Rik,2389,1481
32835,Wfs1,2389,1460
32836,Cck,2389,1434
32837,Cnr1,2389,1383
32838,Serpini1,2389,1360
32839,Bcl11b,2389,1357
32840,6330403K07Rik,2389,1146
32841,Enpp2,2389,769
32842,Plp1,2390,1555
32843,Neurod6,2390,1428
32844,Cplx2,2390,1423
32845,Wfs1,2391,1568
32846,Plp1,2391,1556
32847,Trp53i11,2392,1729
32848,Wfs1,2392,1583
32849,Wfs1,2392,1537
32850,Penk,2392,1506
32851,Cplx2,2392,1500
32852,Aldoc,2392,1341
32853,Plp1,2392,767
32854,Cryab,2393,1605
32855,Cplx2,2393,1499
32856,Neurod6,2393,1482
32857,Neurod6,2393,1472
32858,3110035E14Rik,2393,1440
32859,Prkca,2393,1410
32860,Rgs4,2393,1357
32861,Enpp2,2393,667
32862,Prkca,2394,1400
32863,Rgs10,2394,899
32864,6330403K07Rik,2395,1656
32865,Crym,2395,1591
32866,Neurod6,2395,1582
32867,Rgs4,2395,1492
32868,Prkca,2395,1467
32869,Pde1a,2395,1243
32870,Adgrl2,2395,1238
32871,Wfs1,2396,1573
32872,Neurod6,2396,1522
32873,Pde1a,2396,1480
32874,Cadps2,2396,1460
32875,Cryab,2396,993
32876,Crym,2397,1568
32877,Fam19a1,2397,1559
32878,Enc1,2397,1487
32879,Pde1a,2398,1539
32880,Penk,2398,1526
32881,Rgs4,2398,1450
32882,Neurod6,2398,1371
32883,Cck,2398,1303
32884,Rasgrf2,2398,1281
32885,Pcp4,2398,1234
32886,Aldoc,2398,664
32887,Pde1a,2399,1522
32888,Pvalb,2399,1490
32889,Snca,2399,1379
32890,Neurod6,2399,1355
32891,Penk,2400,1534
32892,3110035E14Rik,2400,1529
32893,Wfs1,2400,1479
32894,Cck,2400,1465
32895,Neurod6,2400,1435
32896,Neurod6,2400,1428
32897,6330403K07Rik,2400,1246
32898,Neurod6,2400,1176
32899,Prkca,2401,1629
32900,Htr3a,2401,1574
32901,Snca,2401,1571
32902,Pde1a,2401,1398
32903,Nrn1,2401,1250
32904,Nrsn1,2401,1226
32905,Rgs4,2401,1009
32906,Cplx2,2402,1707
32907,3110035E14Rik,2402,1591
32908,3110035E14Rik,2402,1565
32909,Fos,2402,1555
32910,Scg2,2402,1522
32911,Neurod6,2402,1501
32912,Neurod6,2402,1489
32913,Fam19a1,2402,1474
32914,Nr4a2,2402,1445
32915,Aldoc,2402,1333
32916,Rorb,2402,672
32917,3110035E14Rik,2403,1560
32918,Neurod6,2403,1451
32919,Pde1a,2403,1360
32920,Cplx2,2403,1351
32921,Cplx2,2403,1096
32922,3110035E14Rik,2404,1559
32923,Yjefn3,2404,1539
32924,Neurod6,2404,1529
32925,Scg2,2404,1517
32926,Pde1a,2404,1433
32927,Scg2,2404,1415
32928,Rgs4,2404,1340
32929,Enc1,2404,1294
32930,Snca,2404,1290
32931,Pcp4,2404,1233
32932,Vip,2404,1223
32933,3110035E14Rik,2405,1556
32934,3110035E14Rik,2405,1476
32935,Pde1a,2405,1456
32936,Crym,2405,1399
32937,Rbp4,2405,1390
32938,Cck,2405,1282
32939,Prkca,2405,1102
32940,Pvalb,2405,1079
32941,Aldoc,2405,739
32942,Cplx2,2406,1705
32943,Crym,2406,1643
32944,Neurod6,2406,1591
32945,Bcl11b,2406,1579
32946,Cck,2406,1542
32947,Cxcl14,2406,1511
32948,Rgs4,2406,1488
32949,Wfs1,2406,1411
32950,Cplx2,2406,1248
32951,3110035E14Rik,2406,1239
32952,Wfs1,2406,1235
32953,Wfs1,2406,663
32954,Pde1a,2407,1612
32955,Nrn1,2407,1563
32956,Scg2,2407,1509
32957,Neurod6,2407,1384
32958,Pde1a,2407,1354
32959,Cplx2,2407,1306
32960,Cplx2,2407,1098
32961,Nrsn1,2407,667
32962,3110035E14Rik,2408,1535
32963,Neurod6,2408,1493
32964,Rgs4,2408,1329
32965,Cnr1,2408,1279
32966,Nrn1,2408,1246
32967,Nrsn1,2408,668
32968,Wfs1,2409,1559
32969,Scg2,2409,1545
32970,Prkca,2409,1522
32971,Cplx2,2409,1497
32972,Neurod6,2409,1450
32973,Neurod6,2409,1386
32974,Satb1,2409,1382
32975,Id2,2409,1356
32976,6330403K07Rik,2409,1008
32977,Wfs1,2410,1507
32978,Nrn1,2410,1501
32979,Scg2,2410,1453
32980,Prkca,2410,1436
32981,Enc1,2410,1390
32982,Neurod6,2410,1299
32983,Rgs4,2410,1017
32984,3110035E14Rik,2411,1556
32985,Prkca,2411,1475
32986,Neurod6,2411,1468
32987,Neurod6,2411,1464
32988,Pde1a,2411,1460
32989,Aldoc,2411,1342
32990,Neurod6,2411,1262
32991,Cplx2,2412,1673
32992,Cpne5,2412,1552
32993,Fam19a1,2412,1527
32994,Plp1,2412,1513
32995,3110035E14Rik,2412,1504
32996,Snca,2412,1492
32997,Neurod6,2412,1406
32998,Enc1,2412,1358
32999,Wfs1,2413,1521
33000,Prkca,2413,1473
33001,Neurod6,2413,1461
33002,Prkca,2413,1435
33003,Neurod6,2413,1432
33004,Enc1,2413,1400
33005,Cplx2,2413,1392
33006,Aldoc,2413,1331
33007,Cnr1,2413,1309
33008,Plp1,2413,886
33009,Aldoc,2413,719
33010,Lhx6,2414,1482
33011,Wfs1,2414,1451
33012,Cplx2,2414,1393
33013,Neurod6,2414,1344
33014,Cxcl14,2414,1328
33015,Cnr1,2414,1293
33016,3110035E14Rik,2414,1263
33017,Wfs1,2415,1489
33018,3110035E14Rik,2415,1447
33019,Arpp21,2415,1424
33020,Adgrl2,2415,1362
33021,Rasgrf2,2415,1303
33022,Plp1,2415,873
33023,Id2,2415,666
33024,Rgs4,2416,1612
33025,Fam19a1,2416,1523
33026,Neurod6,2416,1403
33027,Arpp21,2416,1377
33028,Pvalb,2417,1626
33029,Neurod6,2417,1546
33030,Pvalb,2417,1437
33031,Snca,2418,1543
33032,Fam19a1,2418,1499
33033,Cplx2,2418,1496
33034,Enc1,2418,1386
33035,3110035E14Rik,2418,1373
33036,Neurod6,2418,1365
33037,Cplx2,2418,1272
33038,Plp1,2418,878
33039,Cxcl14,2419,1554
33040,Pde1a,2419,1509
33041,Rgs4,2419,1442
33042,Nrn1,2419,1343
33043,Synpr,2419,1301
33044,Plp1,2419,875
33045,Nrn1,2420,1738
33046,Neurod6,2420,1536
33047,3110035E14Rik,2420,1493
33048,Enc1,2420,1357
33049,3110035E14Rik,2420,1190
33050,Sncg,2420,670
33051,Aldoc,2421,1471
33052,Lamp5,2421,1465
33053,Pvalb,2421,1393
33054,Wfs1,2421,1372
33055,Cck,2421,1268
33056,Id2,2421,862
33057,Enc1,2422,1570
33058,Snca,2422,1507
33059,Serpini1,2422,1470
33060,Neurod6,2422,1459
33061,Pde1a,2422,1433
33062,Nrn1,2422,1343
33063,Wfs1,2422,1240
33064,Nrn1,2423,1609
33065,Calb1,2423,1585
33066,Wfs1,2423,1421
33067,Nrn1,2423,1354
33068,Cplx2,2424,1550
33069,3110035E14Rik,2424,1455
33070,Id2,2424,1300
33071,Slc6a1,2424,1266
33072,Trp53i11,2424,1150
33073,Sulf2,2424,879
33074,Neurod6,2425,1496
33075,Cplx2,2425,1273
33076,Neurod6,2426,1619
33077,Pvalb,2426,1588
33078,Scg2,2426,1530
33079,Pde1a,2426,1526
33080,Cplx2,2426,1521
33081,Neurod6,2426,1483
33082,Pvalb,2426,1374
33083,Cadps2,2426,1328
33084,Plp1,2426,880
33085,Plp1,2426,871
33086,Plp1,2426,659
33087,Neurod6,2427,1484
33088,Enc1,2427,1444
33089,Rgs4,2427,1422
33090,Neurod6,2427,1350
33091,3110035E14Rik,2427,1320
33092,Cnr1,2427,1296
33093,Cplx2,2427,1293
33094,Nrsn1,2427,1242
33095,Plp1,2427,906
33096,Cnr1,2427,735
33097,Cplx2,2428,1542
33098,Neurod6,2428,1534
33099,Wfs1,2428,1500
33100,Crym,2428,1455
33101,Fam19a1,2428,1450
33102,Gad1,2428,1398
33103,Pvalb,2428,1388
33104,3110035E14Rik,2428,1343
33105,3110035E14Rik,2428,1321
33106,Plp1,2428,883
33107,Neurod6,2429,1606
33108,Neurod6,2429,1545
33109,Neurod6,2429,1470
33110,Pvalb,2429,1406
33111,Gad1,2429,1310
33112,Enpp2,2429,1305
33113,Cck,2429,1296
33114,Cplx2,2429,664
33115,Cck,2430,1577
33116,Enc1,2430,1512
33117,Pde1a,2430,1506
33118,3110035E14Rik,2430,1492
33119,Fam19a1,2430,1478
33120,Pvalb,2430,1408
33121,Plcxd2,2430,1378
33122,Cplx2,2430,1322
33123,Cck,2430,1273
33124,Plp1,2430,875
33125,3110035E14Rik,2430,866
33126,Cck,2431,1522
33127,Pde1a,2431,1482
33128,Prkca,2431,1430
33129,Pvalb,2431,1370
33130,Neurod6,2432,1535
33131,Prkca,2432,1473
33132,Wfs1,2432,1447
33133,Neurod6,2432,1440
33134,Col25a1,2432,1382
33135,Enc1,2432,1247
33136,Nrn1,2432,996
33137,Cryab,2432,864
33138,Cplx2,2433,1554
33139,Wfs1,2433,1528
33140,3110035E14Rik,2433,1521
33141,Kcnk2,2433,1452
33142,Cck,2433,1428
33143,Nrsn1,2433,1422
33144,Gad1,2433,1384
33145,Cnr1,2433,1303
33146,Cplx2,2433,1137
33147,Enpp2,2433,765
33148,Neurod6,2434,1519
33149,Nrn1,2434,1513
33150,Cpne5,2434,1483
33151,Pvalb,2434,1412
33152,Satb1,2434,1399
33153,Pvalb,2434,1394
33154,Col25a1,2434,1379
33155,Pvalb,2434,1373
33156,Penk,2434,1322
33157,Rgs4,2434,1294
33158,Ndnf,2434,1126
33159,Cplx2,2434,1046
33160,Id2,2435,1477
33161,Pnoc,2435,1316
33162,Rgs4,2435,1249
33163,6330403K07Rik,2436,1691
33164,3110035E14Rik,2436,1505
33165,Pvalb,2436,1421
33166,Col25a1,2436,1418
33167,Penk,2436,1333
33168,Cplx2,2436,1284
33169,Slc17a8,2436,1279
33170,Cplx2,2436,768
33171,Cplx2,2437,1673
33172,3110035E14Rik,2437,1606
33173,Neurod6,2437,1548
33174,Enc1,2437,1458
33175,Cadps2,2437,1304
33176,Cnr1,2437,1296
33177,Id2,2437,1275
33178,3110035E14Rik,2437,1248
33179,Cck,2437,1113
33180,Rgs10,2438,1738
33181,Pde1a,2438,1643
33182,Neurod6,2438,1528
33183,Cadps2,2438,1521
33184,Fam19a1,2438,1513
33185,Neurod6,2438,1455
33186,Fam19a1,2438,1450
33187,Fam19a1,2438,1430
33188,Gad1,2438,1286
33189,Cplx2,2438,1272
33190,Arpp21,2439,1502
33191,Wfs1,2439,1486
33192,Pvalb,2439,1420
33193,Enpp2,2439,886
33194,Satb1,2439,771
33195,Neurod6,2440,1506
33196,Pde1a,2440,1474
33197,Snca,2440,1443
33198,Cck,2440,1437
33199,Prkca,2440,1431
33200,Pvalb,2440,1428
33201,Pvalb,2440,1410
33202,Neurod6,2440,1362
33203,Cnr1,2440,1292
33204,3110035E14Rik,2441,1520
33205,Pde1a,2441,1517
33206,Neurod6,2441,1507
33207,Nrn1,2441,1457
33208,Cadps2,2441,1451
33209,Pvalb,2441,1419
33210,Id2,2442,1600
33211,Cplx2,2442,1579
33212,Neurod6,2442,1571
33213,Snca,2442,1528
33214,Neurod6,2442,1477
33215,Arpp21,2442,1308
33216,Sncg,2442,1297
33217,3110035E14Rik,2443,1497
33218,Pvalb,2443,1378
33219,Wfs1,2443,1304
33220,Nrn1,2444,1696
33221,Cplx2,2444,1611
33222,Neurod6,2444,1527
33223,Wfs1,2444,1495
33224,Gad1,2444,1429
33225,Pvalb,2444,1403
33226,Col25a1,2444,1372
33227,3110035E14Rik,2445,1741
33228,Enpp2,2445,1607
33229,Neurod6,2445,1526
33230,Cplx2,2445,1512
33231,Enc1,2445,1504
33232,Enc1,2445,1489
33233,Wfs1,2445,1486
33234,Neurod6,2445,1481
33235,Neurod6,2445,1455
33236,3110035E14Rik,2445,1420
33237,Serpini1,2445,1417
33238,Neurod6,2445,1295
33239,Neurod6,2446,1433
33240,Pvalb,2446,1410
33241,Serpini1,2446,1333
33242,Prkca,2446,766
33243,Rgs4,2446,651
33244,3110035E14Rik,2447,1681
33245,Cplx2,2447,1593
33246,Cplx2,2447,1572
33247,Gad1,2447,1478
33248,Penk,2447,1467
33249,Gad1,2447,1415
33250,Pvalb,2447,1396
33251,Pvalb,2447,1389
33252,Pvalb,2447,1360
33253,Neurod6,2447,1288
33254,Enc1,2447,729
33255,Scg2,2448,1463
33256,Neurod6,2448,1443
33257,Aldoc,2448,1407
33258,Pvalb,2448,1399
33259,3110035E14Rik,2448,1349
33260,Neurod6,2448,1316
33261,Pcp4,2449,1528
33262,Neurod6,2449,1514
33263,3110035E14Rik,2449,1472
33264,Neurod6,2449,1214
33265,Nrsn1,2449,1064
33266,Cplx2,2449,1011
33267,3110035E14Rik,2449,905
33268,Neurod6,2450,1506
33269,Pvalb,2450,1427
33270,Pvalb,2450,1398
33271,Nrsn1,2450,1376
33272,Neurod6,2450,1367
33273,Nrsn1,2450,1338
33274,Fam19a1,2450,1318
33275,Rgs4,2450,1313
33276,Cplx2,2450,1012
33277,3110035E14Rik,2450,905
33278,Plp1,2450,765
33279,Aldoc,2451,1581
33280,Prkca,2451,1419
33281,Neurod6,2451,1330
33282,Rgs4,2451,766
33283,Aldoc,2451,653
33284,Rgs4,2452,1740
33285,Pcp4,2452,1527
33286,Neurod6,2452,1500
33287,Prkca,2452,1468
33288,Pvalb,2452,1413
33289,Gad1,2452,1360
33290,Gad1,2452,1355
33291,Aldoc,2452,1305
33292,Wfs1,2452,1199
