,Gene,x,y
13769,Rgs4,875,3597
13770,Cplx2,875,3580
13771,Pcp4,875,3556
13772,Pcp4,875,3508
13773,Neurod6,875,3489
13774,Fam19a1,875,3471
13775,Pde1a,875,3448
13776,Cplx2,875,2896
13777,Pvalb,875,2807
13778,Nrsn1,875,2799
13779,Wfs1,875,2615
13780,Plp1,875,2594
13781,6330403K07Rik,875,2567
13782,Plp1,875,2408
13783,Cryab,875,2399
13784,Prkca,876,3591
13785,Pcp4,876,3549
13786,Arpp21,876,3538
13787,Prkca,876,3530
13788,Prkca,876,3318
13789,Pvalb,876,2815
13790,Plp1,876,2413
13791,Plp1,876,2403
13792,Plp1,876,2387
13793,Cck,876,2264
13794,Prkca,877,3529
13795,Cplx2,877,3388
13796,6330403K07Rik,877,3004
13797,Cnr1,877,2889
13798,Plp1,877,2391
13799,Rgs4,878,3598
13800,Pcp4,878,3594
13801,Neurod6,878,3566
13802,Pde1a,878,3560
13803,Aldoc,878,3463
13804,Cplx2,878,3444
13805,Pcp4,878,3408
13806,Aldoc,878,3327
13807,Pvalb,878,3066
13808,Enc1,878,2804
13809,Rgs4,879,3599
13810,Pde1a,879,3561
13811,Vip,879,2895
13812,Cck,879,2884
13813,Neurod6,879,2739
13814,Cplx2,880,3607
13815,Pde1a,880,3582
13816,Nrn1,880,3557
13817,Crym,880,3532
13818,Neurod6,880,3526
13819,Neurod6,880,3512
13820,Sulf2,880,3503
13821,Prkca,880,3411
13822,Cplx2,880,2574
13823,Id2,880,2548
13824,Pcp4,881,3539
13825,Pcp4,881,3518
13826,Gad1,881,3472
13827,Rgs4,881,3385
13828,Slc6a1,881,3362
13829,Pcp4,881,3359
13830,Prkca,881,3351
13831,Pvalb,881,3345
13832,Rorb,881,2568
13833,Plp1,881,2399
13834,Prkca,882,3574
13835,Prkca,882,3556
13836,Prkca,882,3528
13837,Cplx2,882,3514
13838,Neurod6,882,3329
13839,Cplx2,882,3271
13840,Pvalb,882,3111
13841,Pvalb,882,3038
13842,Trp53i11,882,2884
13843,Col25a1,882,2875
13844,Kctd12,882,2857
13845,Plp1,882,2394
13846,Cryab,882,2195
13847,Pde1a,883,3586
13848,Pcp4,883,3561
13849,Nrn1,883,3482
13850,Slc6a1,883,3333
13851,Cplx2,883,3230
13852,Aldoc,883,3157
13853,Cadps2,883,2868
13854,Sulf2,883,2543
13855,Plp1,883,2397
13856,Plp1,883,2390
13857,Prkca,884,3554
13858,Pcp4,884,3519
13859,Reln,884,3422
13860,Vip,884,2902
13861,Cck,884,2897
13862,Cnr1,884,2886
13863,Gad1,884,2867
13864,Cxcl14,884,2562
13865,Plp1,884,2375
13866,Cplx2,885,3583
13867,Prkca,885,3551
13868,Fam19a1,885,3543
13869,Reln,885,3538
13870,Neurod6,885,3501
13871,3110035E14Rik,885,3486
13872,Enc1,885,3471
13873,Neurod6,885,3415
13874,3110035E14Rik,885,3411
13875,Rgs4,885,3396
13876,Nrsn1,885,3132
13877,Gad1,885,2889
13878,Sulf2,885,2259
13879,Pde1a,886,3595
13880,Pcp4,886,3436
13881,Cplx2,886,3376
13882,Id2,886,3333
13883,Scg2,886,3323
13884,Cplx2,886,2891
13885,Id2,886,2874
13886,Prkca,887,3578
13887,Neurod6,887,3527
13888,Pcp4,887,3519
13889,Aldoc,887,3178
13890,Cplx2,888,3537
13891,Pcp4,888,3432
13892,Satb1,888,3304
13893,Cck,888,2879
13894,Vip,888,2877
13895,Col25a1,888,2825
13896,3110035E14Rik,888,2575
13897,Aldoc,888,2439
13898,Neurod6,889,3587
13899,Cck,889,3560
13900,Pcp4,889,3257
13901,Cck,890,3559
13902,Pde1a,890,3554
13903,Rgs4,890,3503
13904,Gad1,890,3454
13905,Gad1,890,2971
13906,Cryab,890,2857
13907,Pvalb,890,2726
13908,Neurod6,891,3541
13909,Neurod6,891,3426
13910,Cplx2,891,3408
13911,Lamp5,891,3397
13912,Pcp4,891,3380
13913,Aldoc,891,3312
13914,3110035E14Rik,891,3294
13915,Enc1,891,3254
13916,Fam19a1,891,3217
13917,Cplx2,891,2688
13918,Satb1,891,2662
13919,Nrsn1,891,2556
13920,Pcp4,891,2207
13921,Pcp4,892,3599
13922,Pcp4,892,3590
13923,Cplx2,892,3573
13924,Pcp4,892,3560
13925,Pcp4,892,3538
13926,Neurod6,892,3534
13927,Prkca,892,3527
13928,Neurod6,892,3517
13929,Rgs4,892,3507
13930,Prkca,892,3386
13931,Cplx2,892,3353
13932,Cplx2,892,3327
13933,Prkca,892,3207
13934,Satb1,892,2978
13935,Gad1,892,2884
13936,Cplx2,893,3580
13937,Snca,893,3363
13938,Reln,893,2980
13939,Cdh13,893,2974
13940,Cplx2,893,2713
13941,Pcp4,894,3610
13942,3110035E14Rik,894,3564
13943,Cplx2,894,3544
13944,Pcp4,894,3521
13945,Pcp4,894,3514
13946,Fam19a1,894,3494
13947,Plp1,894,3328
13948,Zcchc12,894,3237
13949,Gad1,894,2990
13950,Cplx2,894,2877
13951,Plp1,894,2368
13952,3110035E14Rik,895,3476
13953,Neurod6,895,3443
13954,Cck,895,3240
13955,Pvalb,895,2985
13956,Gad1,895,2974
13957,Pvalb,895,2970
13958,Pvalb,895,2967
13959,Cck,895,2882
13960,Enpp2,895,2550
13961,Id2,896,3597
13962,Nrn1,896,3569
13963,Prkca,896,3503
13964,Neurod6,896,3433
13965,Rgs4,896,3406
13966,Pvalb,896,3258
13967,Plp1,896,3244
13968,Gad1,896,2989
13969,Enpp2,896,2551
13970,Neurod6,897,3573
13971,Cryab,897,3563
13972,Prkca,897,3549
13973,Enc1,897,3533
13974,Gda,897,3481
13975,Prkca,897,3444
13976,Rgs4,897,3252
13977,Pvalb,897,2962
13978,Neurod6,898,3594
13979,Crym,898,3528
13980,3110035E14Rik,898,3513
13981,Pcp4,898,3409
13982,Pcp4,898,3392
13983,Pcp4,898,3382
13984,Pvalb,898,3009
13985,Prkca,898,2739
13986,Pde1a,899,3587
13987,Prkca,899,3579
13988,Pcp4,899,3554
13989,Pcp4,899,3491
13990,Neurod6,899,3487
13991,Rgs4,899,3456
13992,Cadps2,899,3415
13993,Pde1a,899,3391
13994,Cck,899,3262
13995,Cryab,899,3045
13996,Pvalb,899,2963
13997,Pcp4,900,3609
13998,Enc1,900,3584
13999,Neurod6,900,3526
14000,3110035E14Rik,900,3522
14001,Pcp4,900,3460
14002,Pcp4,900,3444
14003,Enc1,900,3437
14004,Nrn1,900,3360
14005,Prkca,900,3234
14006,Neurod6,901,3546
14007,Rgs4,901,3513
14008,Prkca,901,3504
14009,Neurod6,901,3498
14010,Pcp4,901,3468
14011,Prkca,901,3389
14012,Gad1,901,2994
14013,Pvalb,901,2967
14014,3110035E14Rik,901,2905
14015,Cryab,901,2562
14016,Pcp4,902,3586
14017,Pcp4,902,3569
14018,Sulf2,902,3564
14019,Pcp4,902,3552
14020,3110035E14Rik,902,3521
14021,Cplx2,902,3432
14022,Pde1a,902,3424
14023,3110035E14Rik,902,3410
14024,Neurod6,902,3395
14025,Pcp4,902,3233
14026,Pvalb,902,2976
14027,Pcp4,903,3529
14028,Pcp4,903,3516
14029,Aldoc,903,3451
14030,Nrsn1,903,3398
14031,Pcp4,903,3350
14032,Snca,903,3229
14033,Gad1,903,2966
14034,Pcp4,904,3607
14035,Neurod6,904,3534
14036,Pcp4,904,3515
14037,3110035E14Rik,904,3474
14038,Fam19a1,904,3461
14039,Neurod6,904,3436
14040,Pcp4,904,3235
14041,Neurod6,904,3222
14042,Pvalb,904,2999
14043,Cryab,904,2990
14044,Neurod6,905,3555
14045,Neurod6,905,3532
14046,Htr3a,905,3521
14047,Pcp4,905,3510
14048,Prkca,905,3503
14049,Pde1a,905,3369
14050,Cck,905,3211
14051,Cryab,905,2325
14052,Aldoc,906,3601
14053,Rgs4,906,3531
14054,Crym,906,3526
14055,Prkca,906,3470
14056,Scg2,906,3365
14057,Id2,906,3322
14058,Cplx2,906,3285
14059,Prkca,906,3247
14060,Neurod6,906,3209
14061,Serpini1,906,3005
14062,Gad1,906,2979
14063,Pvalb,906,2970
14064,Rgs4,907,3538
14065,Rgs4,907,3500
14066,Pcp4,907,3374
14067,Pvalb,907,3320
14068,Cplx2,907,2753
14069,Rab3c,907,2456
14070,Prkca,908,3517
14071,Neurod6,908,3481
14072,Pde1a,908,3236
14073,Pvalb,908,2983
14074,Neurod6,909,3605
14075,Snca,909,3599
14076,Rgs4,909,3504
14077,Penk,909,3488
14078,Neurod6,909,3467
14079,3110035E14Rik,909,3456
14080,Pde1a,909,3435
14081,Id2,909,3332
14082,Sulf2,909,3328
14083,Pvalb,909,3319
14084,Cplx2,909,3249
14085,Pvalb,909,3017
14086,Chrm2,909,3014
14087,Aldoc,909,2610
14088,Plp1,909,2144
14089,Npy2r,910,3563
14090,3110035E14Rik,910,3514
14091,3110035E14Rik,910,3474
14092,Neurod6,910,3358
14093,Prkca,910,3002
14094,Nrsn1,910,2994
14095,Gad1,910,2985
14096,Pcp4,910,2186
14097,Aldoc,911,3608
14098,Pcp4,911,3595
14099,Enc1,911,3536
14100,Pcp4,911,3459
14101,Enc1,911,3316
14102,Pcp4,911,3254
14103,3110035E14Rik,911,3177
14104,Pvalb,911,2976
14105,Pvalb,911,2956
14106,Pde1a,912,3565
14107,3110035E14Rik,912,3556
14108,Pcp4,912,3547
14109,Crym,912,3532
14110,Neurod6,912,3471
14111,Cplx2,912,3376
14112,3110035E14Rik,912,3359
14113,Cdh13,912,3304
14114,Neurod6,912,3251
14115,Satb1,912,2970
14116,Pvalb,912,2967
14117,Pvalb,912,2523
14118,Neurod6,913,3569
14119,Fam19a1,913,3553
14120,Cck,913,3482
14121,Enc1,913,3451
14122,Enc1,913,3369
14123,3110035E14Rik,913,3358
14124,Neurod6,913,3241
14125,Slc6a1,913,3196
14126,Pvalb,913,2979
14127,Cdh13,913,2947
14128,Nrsn1,913,2696
14129,Cryab,913,2140
14130,Pcp4,914,3605
14131,Cnr1,914,3538
14132,Enc1,914,3500
14133,Pcp4,914,3489
14134,Neurod6,914,3462
14135,3110035E14Rik,914,3359
14136,Neurod6,914,3258
14137,Slc6a1,914,2975
14138,Pvalb,914,2451
14139,Cdh13,914,2442
14140,Pcp4,915,3439
14141,Rgs4,915,3430
14142,Cplx2,915,3263
14143,Prkca,915,2986
14144,Reln,915,2447
14145,Cryab,915,2208
14146,Pcp4,916,3608
14147,Crym,916,3545
14148,Kctd12,916,3483
14149,Cplx2,916,3318
14150,Enc1,916,3253
14151,Pvalb,916,2956
14152,Sst,916,2457
14153,Reln,916,2446
14154,Cplx2,916,2381
14155,Cnr1,917,3537
14156,Prkca,917,3493
14157,Pcp4,917,3462
14158,Neurod6,917,3441
14159,Nrsn1,917,3417
14160,Plcxd2,917,3334
14161,Snca,917,3313
14162,Gad1,917,3306
14163,Rgs4,917,3235
14164,Enc1,917,3107
14165,Pvalb,917,2950
14166,Nrn1,917,2463
14167,Plp1,917,2141
14168,3110035E14Rik,918,3602
14169,Rgs4,918,3597
14170,Pcp4,918,3520
14171,Prkca,918,3423
14172,Id2,918,3339
14173,Cplx2,918,3213
14174,Vip,918,2885
14175,Prkca,918,2587
14176,Sst,918,2459
14177,Plp1,919,3505
14178,Neurod6,919,3474
14179,Pcp4,919,3450
14180,Enc1,919,3418
14181,Scg2,919,3324
14182,Pvalb,919,2981
14183,Pvalb,919,2971
14184,Cdh13,919,2453
14185,Pcp4,920,3564
14186,Sulf2,920,3549
14187,Neurod6,920,3510
14188,Prkca,920,3499
14189,Pcp4,920,3462
14190,Neurod6,920,3442
14191,Neurod6,920,3431
14192,Sulf2,920,3400
14193,Rgs4,920,3396
14194,Cplx2,920,3365
14195,Gad1,920,3313
14196,Gad1,920,2988
14197,Pvalb,920,2977
14198,Plp1,920,2202
14199,Prkca,921,3524
14200,Sema3c,921,3470
14201,Pde1a,921,3453
14202,Neurod6,921,3428
14203,Pde1a,921,3374
14204,Cck,921,3368
14205,Cadps2,921,3174
14206,Cck,921,3099
14207,Cck,921,3096
14208,Cck,921,3093
14209,Pvalb,921,2991
14210,Nrsn1,921,2473
14211,Pvrl3,921,2464
14212,Enpp2,921,2146
14213,Prkca,922,3545
14214,Prkca,922,3538
14215,Cplx2,922,3520
14216,Pcp4,922,3491
14217,Sema3c,922,3469
14218,Neurod6,922,3465
14219,Cplx2,922,3402
14220,Neurod6,922,3372
14221,Cplx2,922,3068
14222,Pvalb,922,2954
14223,Enpp2,922,2200
14224,Rorb,923,3602
14225,Trp53i11,923,3589
14226,Pcp4,923,3487
14227,Pvalb,923,3330
14228,Cplx2,923,3116
14229,Gad1,923,2986
14230,Pvalb,923,2974
14231,Pvalb,923,2461
14232,Rbp4,923,2454
14233,3110035E14Rik,924,3561
14234,Pde1a,924,3526
14235,Neurod6,924,3425
14236,Pcp4,924,3213
14237,Htr3a,924,2441
14238,Plp1,924,2143
14239,Cplx2,925,3592
14240,Neurod6,925,3483
14241,Arpp21,925,3456
14242,Prkca,925,3434
14243,Pde1a,925,3411
14244,Pvalb,925,3313
14245,Pvalb,925,3310
14246,Plp1,925,3296
14247,Pvalb,925,2998
14248,Gad1,925,2977
14249,Gad1,925,2970
14250,Pvalb,925,2967
14251,Rgs10,925,2560
14252,Plp1,925,2430
14253,Pvalb,925,2393
14254,Plp1,925,2184
14255,Sema3c,926,3606
14256,Pcp4,926,3454
14257,Nrsn1,926,3405
14258,Rgs4,926,3402
14259,Prkca,926,2876
14260,Rgs12,926,2591
14261,Pnoc,926,2450
14262,Plp1,926,2181
14263,Plp1,926,2179
14264,3110035E14Rik,927,3561
14265,3110035E14Rik,927,3534
14266,Pcp4,927,3521
14267,Prkca,927,3496
14268,Enc1,927,3476
14269,Enc1,927,3460
14270,Pcp4,927,3153
14271,Rasgrf2,927,2948
14272,Pcp4,928,3488
14273,3110035E14Rik,928,3466
14274,Pvalb,928,3327
14275,Cplx2,928,3119
14276,Plp1,928,2170
14277,Reln,928,2146
14278,Pcp4,929,3558
14279,Prkca,929,3497
14280,Pde1a,929,3482
14281,Crym,929,3362
14282,Cdh13,929,3333
14283,Pvalb,929,3310
14284,Cplx2,929,3117
14285,Gad1,929,2439
14286,3110035E14Rik,929,2203
14287,Plp1,929,2142
14288,Prkca,930,3493
14289,Enc1,930,3367
14290,Cplx2,930,3181
14291,Cplx2,930,3116
14292,Cdh13,930,2467
14293,Crhbp,930,2458
14294,Cryab,930,2144
14295,Gad1,931,3526
14296,Arpp21,931,3420
14297,Pde1a,931,3403
14298,Neurod6,931,3304
14299,Col25a1,931,3197
14300,Rgs4,931,3070
14301,Pvalb,931,2958
14302,Gad1,931,2468
14303,Cnr1,931,2456
14304,Enpp2,931,2200
14305,Plp1,931,2137
14306,Aldoc,932,3538
14307,Pcp4,932,3530
14308,3110035E14Rik,932,3476
14309,Pcp4,932,3462
14310,Neurod6,932,3443
14311,Pcp4,932,3435
14312,Col25a1,932,3410
14313,Neurod6,932,3329
14314,Col25a1,932,3318
14315,Pvalb,932,3293
14316,Cplx2,932,3174
14317,Prkca,932,3045
14318,Aldoc,932,2599
14319,Gad1,932,2458
14320,Lhx6,932,2444
14321,3110035E14Rik,932,2199
14322,Plp1,932,2134
14323,Enc1,933,3513
14324,Kit,933,3499
14325,Fam19a1,933,3431
14326,Pcp4,933,3388
14327,Pcp4,933,3365
14328,Neurod6,933,3298
14329,Pvalb,933,2964
14330,Htr3a,933,2462
14331,Plp1,933,2389
14332,Plp1,933,2113
14333,Id2,933,2110
14334,Satb1,934,3596
14335,Sema3c,934,3593
14336,Enc1,934,3514
14337,Enc1,934,3480
14338,Pcp4,934,3389
14339,Pvalb,934,3323
14340,Col25a1,934,2463
14341,Aldoc,934,2421
14342,Plp1,934,2168
14343,Plp1,934,2143
14344,Neurod6,935,3553
14345,Nrn1,935,3492
14346,Neurod6,935,3455
14347,Rgs4,935,3447
14348,Enc1,935,3304
14349,Crym,935,3162
14350,Prkca,935,3048
14351,Cplx2,935,2551
14352,Zcchc12,936,3578
14353,Cplx2,936,3539
14354,Gad1,936,3360
14355,Tac1,936,3356
14356,Pcp4,936,2967
14357,Cplx2,936,2945
14358,Pvalb,936,2567
14359,Gad1,936,2427
14360,Enpp2,936,2142
14361,Plp1,936,2130
14362,Cck,937,3610
14363,Enc1,937,3605
14364,Prkca,937,3325
14365,Aldoc,937,3125
14366,Crhbp,937,2431
14367,Rgs4,937,2278
14368,Plp1,937,2136
14369,Cck,938,3609
14370,Pde1a,938,3561
14371,Pcp4,938,3496
14372,Neurod6,938,3312
14373,Cplx2,938,3074
14374,Pvalb,938,2953
14375,Prkca,938,2442
14376,Neurod6,939,3602
14377,Pde1a,939,3580
14378,Snca,939,3528
14379,Cck,939,3519
14380,3110035E14Rik,939,3479
14381,Pcp4,939,3456
14382,3110035E14Rik,939,3430
14383,Rgs4,939,3405
14384,Enpp2,939,3382
14385,Pcp4,939,3328
14386,Snca,939,3310
14387,Cplx2,939,3172
14388,Rgs4,939,2640
14389,Rasgrf2,939,2448
14390,Enc1,940,3557
14391,Pde1a,940,3540
14392,Pcp4,940,3455
14393,3110035E14Rik,940,3415
14394,Rgs4,940,3406
14395,Neurod6,940,3395
14396,Snca,940,3261
14397,Nrsn1,940,2572
14398,Cxcl14,940,2443
14399,Enpp2,940,2405
14400,Plp1,940,2399
14401,Plp1,940,2209
14402,Plp1,940,2140
14403,Pcp4,941,3577
14404,Prkca,941,3567
14405,Pde1a,941,3554
14406,Pcp4,941,3544
14407,Pde1a,941,3409
14408,Pcp4,941,3396
14409,Gad1,941,3293
14410,Cplx2,941,3151
14411,Crhbp,942,2440
14412,Plp1,942,2408
14413,Plp1,942,2128
14414,Scg2,943,3452
14415,Pcp4,943,3393
14416,Aldoc,943,3314
14417,Neurod6,943,3297
14418,Cryab,943,2902
14419,Calb1,943,2436
14420,Plp1,943,2396
14421,3110035E14Rik,943,2391
14422,Enc1,944,3581
14423,Snca,944,3450
14424,Cplx2,944,3340
14425,Pcp4,944,3329
14426,Pvalb,944,3307
14427,3110035E14Rik,944,3232
14428,Aldoc,944,2926
14429,Sst,944,2462
14430,Crhbp,944,2450
14431,Plp1,944,2395
14432,Prkca,945,3542
14433,Pvalb,945,3513
14434,Fam19a1,945,3325
14435,Pthlh,945,3322
14436,Cplx2,945,3244
14437,Pcp4,945,2976
14438,Pvalb,945,2936
14439,Crhbp,945,2451
14440,Crhbp,945,2449
14441,Plp1,945,2404
14442,Plp1,945,2380
14443,Plp1,945,2139
14444,Pcp4,946,3485
14445,Pcp4,946,3464
14446,Cplx2,946,3427
14447,3110035E14Rik,946,3310
14448,Cryab,946,2327
14449,Enpp2,946,2239
14450,Prkca,947,3601
14451,Cck,947,3559
14452,Pcp4,947,3480
14453,Pcp4,947,3445
14454,Gad1,947,3403
14455,Arpp21,947,3384
14456,Cadps2,947,3331
14457,Prkca,947,3255
14458,Plp1,947,2383
14459,Plp1,947,2241
14460,Cck,948,3552
14461,Enc1,948,3535
14462,Prkca,948,3528
14463,Pcp4,948,3522
14464,Pcp4,948,3205
14465,Npy2r,948,3160
14466,Plp1,948,2237
14467,Pde1a,949,3515
14468,Sema3c,949,3478
14469,3110035E14Rik,949,3453
14470,Npy2r,949,3413
14471,Slc6a1,949,3364
14472,Enc1,949,3350
14473,Pcp4,949,3260
14474,Pvalb,949,2755
14475,Cryab,949,2125
14476,Enpp2,949,2060
14477,Pcp4,950,3555
14478,Prkca,950,3486
14479,Cplx2,950,3411
14480,3110035E14Rik,950,3198
14481,Gad1,951,3561
14482,Prkca,951,3558
14483,Cplx2,951,3490
14484,Cplx2,951,3482
14485,Pcp4,951,3398
14486,Cryab,951,3194
14487,Reln,951,2231
14488,Enc1,952,3612
14489,Pcp4,952,3565
14490,Fam19a1,952,3547
14491,Cplx2,952,3483
14492,Pde1a,952,3462
14493,Neurod6,952,3395
14494,Cplx2,952,3381
14495,Plp1,952,2390
14496,Cplx2,952,2315
14497,Enc1,953,3610
14498,Fam19a1,953,3573
14499,Cck,953,3526
14500,Enc1,953,3519
14501,Cck,953,3512
14502,Neurod6,953,3396
14503,Nrsn1,953,3306
14504,Cxcl14,953,3217
14505,Plp1,953,2380
14506,Plp1,953,2239
14507,Cryab,953,2231
14508,Plp1,953,2226
14509,Rgs4,954,3603
14510,Pcp4,954,3453
14511,Prkca,954,3428
14512,Snca,954,3411
14513,Rgs4,954,3274
14514,Plp1,954,2391
14515,Id2,954,2054
14516,Neurod6,955,3562
14517,3110035E14Rik,955,3532
14518,Pcp4,955,3365
14519,Enc1,955,3301
14520,Enc1,955,3263
14521,Pcp4,955,3041
14522,Plp1,955,2387
14523,Rgs4,956,3605
14524,Crym,956,3597
14525,3110035E14Rik,956,3517
14526,Gad1,956,3501
14527,Fam19a1,956,3359
14528,Snca,956,3351
14529,Snca,956,3314
14530,Pvalb,956,3276
14531,3110035E14Rik,956,3240
14532,Pcp4,956,3237
14533,Plp1,956,2416
14534,Pcp4,957,3566
14535,Prkca,957,3556
14536,3110035E14Rik,957,3523
14537,Neurod6,957,3492
14538,Pde1a,957,3435
14539,Rgs4,957,3392
14540,Cplx2,957,3388
14541,Fam19a1,957,3342
14542,Id2,957,2059
14543,Aldoc,957,2045
14544,Pcp4,958,3610
14545,Fam19a1,958,3546
14546,Cck,958,3526
14547,Pde1a,958,3520
14548,Nrn1,958,3510
14549,Cadps2,958,3503
14550,Prkca,958,3496
14551,Prkca,958,3465
14552,Neurod6,958,3457
14553,Pcp4,958,3448
14554,Cck,958,3444
14555,Pcp4,958,3418
14556,Pcp4,958,3399
14557,Pcp4,958,3384
14558,Prkca,958,3321
14559,6330403K07Rik,958,3308
14560,Gad1,958,3274
14561,Cryab,958,3130
14562,Rgs4,959,3532
14563,Pvalb,959,3505
14564,Neurod6,959,3488
14565,3110035E14Rik,959,3436
14566,Satb1,959,3285
14567,Enc1,959,3205
14568,Gad1,959,2741
14569,Pvalb,959,2728
14570,Cplx2,959,2675
14571,Plp1,959,2404
14572,Gad1,959,2316
14573,3110035E14Rik,959,2276
14574,Enpp2,959,2236
14575,Neurod6,960,3596
14576,Pcp4,960,3547
14577,Pcp4,960,3519
14578,Rgs4,960,3512
14579,Pcp4,960,3502
14580,Htr3a,960,3466
14581,Rgs4,960,3440
14582,3110035E14Rik,960,3198
14583,Cplx2,960,3162
14584,Gad1,960,2723
14585,Prkca,960,2592
14586,Plp1,960,2181
14587,Cplx2,961,3441
14588,Neurod6,961,3433
14589,Pcp4,961,3409
14590,Cplx2,961,3350
14591,Enc1,961,3336
14592,Neurod6,961,3216
14593,Aldoc,961,2750
14594,Id2,961,2604
14595,Plp1,961,2227
14596,Pcp4,962,3569
14597,Cck,962,3564
14598,Rgs4,962,3513
14599,Pcp4,962,3430
14600,Neurod6,962,3425
14601,Prkca,962,3397
14602,Id2,962,3275
14603,Pvalb,962,2727
14604,Satb1,962,2058
14605,Enc1,963,3591
14606,Neurod6,963,3578
14607,Cplx2,963,3458
14608,Cck,963,3379
14609,Crym,963,2806
14610,Enpp2,963,2237
14611,Cryab,963,2182
14612,Plp1,963,2173
14613,Snca,963,2049
14614,Pcp4,964,3579
14615,Neurod6,964,3561
14616,Neurod6,964,3558
14617,Enc1,964,3528
14618,Pcp4,964,3513
14619,Cck,964,3496
14620,Cplx2,964,3482
14621,Rgs4,964,3402
14622,Pde1a,964,3301
14623,Cck,964,3194
14624,3110035E14Rik,964,2799
14625,Aldoc,964,2775
14626,Nrsn1,964,2731
14627,Plp1,964,2272
14628,Plp1,964,2265
14629,Enpp2,964,2235
14630,Plp1,964,2227
14631,Pcp4,965,3580
14632,3110035E14Rik,965,3575
14633,Cplx2,965,3566
14634,Crhbp,965,3537
14635,Pcp4,965,3510
14636,Cck,965,3502
14637,Aldoc,965,3495
14638,Prkca,965,3429
14639,Npy2r,965,3417
14640,Cck,965,3321
14641,Pde1a,965,3122
14642,Nrsn1,965,2730
14643,Snca,965,2263
14644,Tac1,965,2245
14645,Pde1a,966,3589
14646,Cck,966,3571
14647,Prkca,966,3552
14648,Pcp4,966,3525
14649,Cplx2,966,3461
14650,Neurod6,966,3441
14651,3110035E14Rik,966,3383
14652,Gad1,966,3333
14653,Neurod6,966,3315
14654,Pcp4,966,3234
14655,Pvalb,966,2723
14656,Snca,966,2262
14657,Plp1,966,2233
14658,Neurod6,967,3586
14659,Enc1,967,3546
14660,Pcp4,967,3538
14661,Rgs4,967,3438
14662,Cck,967,3393
14663,Bcl11b,967,3385
14664,Rgs4,967,3347
14665,Prkca,967,3302
14666,Pcp4,967,3029
14667,Plp1,967,2232
14668,Enc1,968,3597
14669,Neurod6,968,3564
14670,Pde1a,968,3521
14671,Prkca,968,3518
14672,Prkca,968,3513
14673,Neurod6,968,3472
14674,Neurod6,968,3453
14675,Cplx2,968,3430
14676,Rab3c,968,3354
14677,Rgs4,968,3350
14678,Pcp4,968,3345
14679,Nov,968,3321
14680,Id2,968,3276
14681,Cck,968,3208
14682,Reln,968,2752
14683,Pvalb,968,2710
14684,Cryab,968,2250
14685,Pcp4,969,3603
14686,Pcp4,969,3585
14687,Neurod6,969,3576
14688,Htr3a,969,3560
14689,Prkca,969,3514
14690,Pvalb,969,3507
14691,Cplx2,969,3419
14692,Neurod6,969,3377
14693,Zcchc12,969,3360
14694,Enc1,969,3206
14695,Crhbp,969,2740
14696,Rgs4,970,3529
14697,Pcp4,970,3408
14698,Pvalb,970,3343
14699,Aldoc,970,3322
14700,Neurod6,970,3232
14701,Cadps2,970,3194
14702,Pvalb,970,2726
14703,Pvalb,970,2712
14704,Id2,970,2230
14705,Prkca,971,3572
14706,Neurod6,971,3564
14707,3110035E14Rik,971,3525
14708,Pcp4,971,3414
14709,Rgs4,971,3381
14710,Pcp4,971,2857
14711,Plp1,971,2236
14712,Cplx2,972,3583
14713,Pcp4,972,3552
14714,Rgs4,972,3455
14715,Prkca,972,3444
14716,Pcp4,972,3297
14717,Gad1,972,3273
14718,Aldoc,972,3229
14719,Cplx2,972,2899
14720,Gad1,972,2720
14721,Neurod6,973,3592
14722,Neurod6,973,3533
14723,Fam19a1,973,3506
14724,Neurod6,973,3446
14725,Neurod6,973,3424
14726,Pde1a,973,3399
14727,Pcp4,973,3392
14728,Neurod6,973,3385
14729,Pcp4,973,3336
14730,Pvalb,973,3324
14731,Scg2,973,3291
14732,Pcp4,973,3233
14733,6330403K07Rik,973,3222
14734,Fam19a1,973,3201
14735,3110035E14Rik,973,2306
14736,Plp1,973,2101
14737,Plp1,973,2098
14738,Pcp4,974,3516
14739,Cplx2,974,3511
14740,Enc1,974,3447
14741,Prkca,974,3425
14742,Pcp4,974,3401
14743,Pcp4,974,3394
14744,Sst,974,3342
14745,3110035E14Rik,974,2510
14746,3110035E14Rik,975,3587
14747,Pde1a,975,3560
14748,Cck,975,3431
14749,Pvalb,975,3307
14750,Cplx2,975,3222
14751,Enpp2,975,2747
14752,3110035E14Rik,975,2287
14753,Neurod6,976,3556
14754,Neurod6,976,3540
14755,3110035E14Rik,976,3521
14756,Pde1a,976,3494
14757,Pcp4,976,3486
14758,Wfs1,976,3439
14759,Pcp4,976,3387
14760,Gad1,976,3317
14761,Gad1,976,3313
14762,Crym,976,3291
14763,Id2,976,3272
14764,Rorb,976,2742
14765,Gad1,976,2732
14766,Cplx2,976,2290
14767,Prkca,977,3606
14768,Bcl11b,977,3600
14769,Neurod6,977,3570
14770,Pde1a,977,3553
14771,Pcp4,977,3465
14772,Prkca,977,3457
14773,Cadps2,977,3451
14774,Enc1,977,3447
14775,Pde1a,977,3421
14776,Pcp4,977,3401
14777,Bcl11b,977,3380
14778,Pcp4,977,3377
14779,Pcp4,977,3351
14780,Pvalb,977,3339
14781,Id2,977,3301
14782,Neurod6,977,3204
14783,Pcp4,977,3092
