label,area,x,y
1,981.0,10.308868501529105,4727.2650356778795
2,743.0,9.487213997308572,4687.43203230148
3,944.0,9.772245762712373,4550.7266949152545
4,583.0,11.432246998284427,4497.694682675814
5,962.0,10.737006237006426,4465.733887733888
6,1318.0,10.15857359635811,4351.3520485584195
7,1198.0,16.514190317195244,4301.486644407343
8,2679.0,24.919372900336384,4249.736842105263
9,748.0,10.207219251336937,4211.20053475936
10,300.0,9.819999999999709,4516.726666666667
11,2182.0,42.63932172318982,4196.321264894592
12,544.0,24.944852941176578,4865.358455882351
13,1340.0,38.02537313432822,4729.0932835820895
14,1404.0,33.83404558404527,4635.407407407409
15,592.0,31.641891891891646,4354.56418918919
16,735.0,41.564625850340235,4283.206802721088
17,1320.0,48.385606060605824,4548.205303030303
18,1049.0,50.74737845567233,5034.464251668256
19,322.0,44.236024844720305,4795.282608695652
20,1494.0,56.52744310575599,4586.642570281125
21,1246.0,55.44943820224762,4419.345906902086
22,273.0,48.054945054945165,4926.945054945056
23,1033.0,59.08518877057122,5101.456921587607
24,1134.0,63.946208112874956,4812.543209876543
25,1564.0,72.61700767263392,4948.232736572891
26,1613.0,70.92188468691893,4852.999380037198
27,2471.0,76.59490084985828,4055.1691622824765
28,752.0,66.1037234042551,5011.031914893618
29,380.0,61.25526315789466,4685.739473684211
30,787.0,70.4536213468873,4115.264294790342
31,363.0,76.44077134986219,4683.1707988980725
32,561.0,72.75579322638168,5070.295900178253
33,575.0,74.94434782608732,4160.46608695652
34,1051.0,90.45290199809733,5007.156041864891
35,712.0,87.51404494382041,5094.370786516854
36,737.0,86.9877883310719,5292.8100407055645
37,913.0,99.90690032858674,5071.967141292442
38,922.0,93.7744034707157,3931.9609544468567
39,1146.0,97.47643979057557,4772.5052356020915
40,837.0,99.12305854241367,3904.176821983274
41,974.0,101.49691991786403,3959.8562628336767
42,1157.0,103.34053586862592,5198.4044943820245
43,1708.0,107.18618266978956,5136.317915690866
44,689.0,97.54862119013069,5355.747460087085
45,1393.0,108.5620961952618,4004.5814788226835
46,457.0,101.54485776805268,4068.809628008752
47,1228.0,112.4324104234529,4652.517915309449
48,1646.0,118.16524908869997,5413.850546780071
49,837.0,110.57706093189972,4486.572281959379
50,1143.0,116.99650043744532,4718.727034120737
51,917.0,115.38713195201763,5448.577971646671
52,1544.0,125.05634715025917,3863.1586787564756
53,1236.0,125.51699029126212,4211.025080906147
54,1772.0,133.2059819413089,5275.9983069977425
55,831.0,124.11793020457299,5383.297232250299
56,1421.0,127.00774102744526,4296.700914848698
57,1157.0,131.55488331892866,3943.0803802938644
58,1013.0,133.3474827245809,4174.734452122408
59,274.0,126.81386861313877,5299.164233576645
60,2373.0,147.52212389380566,3807.4808259587044
61,1765.0,147.1796033994333,4965.647025495751
62,364.0,133.93131868131877,5118.9010989011
63,1129.0,137.99734278122196,4808.232949512843
64,1091.0,140.8698441796514,4577.179651695693
65,1038.0,142.5963391136802,4142.68689788054
66,495.0,139.1050505050507,5148.626262626263
67,1137.0,153.9322779243621,4606.7414248021105
68,1218.0,156.56732348111655,4058.2093596059112
69,1453.0,161.9876118375778,5235.198210598761
70,875.0,155.85028571428575,4332.771428571428
71,1287.0,160.0388500388499,4420.741258741258
72,1105.0,160.126696832579,3993.3936651583717
73,1222.0,160.92962356792123,5410.136661211129
74,1058.0,161.6474480151228,4239.965973534972
75,729.0,168.8052126200273,5208.855967078189
76,1197.0,177.5705931495404,4992.926482873851
77,1160.0,174.67241379310326,4193.864655172414
78,238.0,166.8067226890753,4769.281512605045
79,241.0,170.44813278008314,4758.784232365146
80,291.0,172.73883161512003,3952.6632302405505
81,1903.0,186.0099842354175,3704.8018917498684
82,1219.0,188.6694011484824,3975.173913043478
83,1092.0,185.5100732600731,5369.611721611722
84,392.0,178.67857142857156,4935.992346938776
85,692.0,179.57514450867075,4471.371387283238
86,983.0,190.0803662258404,4233.814852492371
87,1228.0,188.45032573289882,4720.443811074918
88,1085.0,189.33087557603722,5080.435944700461
89,304.0,183.5460526315792,4950.697368421052
90,659.0,185.94385432473427,4039.9468892260993
91,1475.0,197.63728813559283,3661.0061016949167
92,1141.0,193.1849255039442,5306.298860648554
93,305.0,185.55081967213118,3935.4721311475405
94,557.0,197.06822262118476,3923.8904847396752
95,787.0,204.8729351969514,5347.620076238882
96,1014.0,218.66666666666697,5326.838264299802
97,1410.0,219.38156028368758,5222.918439716312
98,1296.0,218.6327160493829,3780.0223765432092
99,592.0,212.71959459459504,4750.481418918918
100,1001.0,216.9790209790208,3624.211788211789
101,777.0,217.3513513513517,5375.050193050192
102,1070.0,220.026168224299,3837.5542056074755
103,1195.0,219.22092050209176,3578.31380753138
104,1173.0,220.04262574595032,4969.60358056266
105,1538.0,225.64304291287408,4013.3764629388825
106,1252.0,227.94488817891397,4879.556709265176
107,1050.0,231.15999999999985,5075.995238095238
108,305.0,224.0,5136.0
109,807.0,238.1648079306069,3554.420074349442
110,1670.0,241.48443113772464,3925.8814371257486
111,876.0,233.59018264840142,4378.551369863011
112,3116.0,246.49935815147637,3508.665596919129
113,1336.0,245.97455089820323,3601.9371257485036
114,302.0,236.6125827814567,5097.890728476819
115,1029.0,247.34693877551035,3843.610301263365
116,901.0,247.6992230854603,4076.4983351831306
117,1202.0,255.59816971713826,3462.3702163061553
118,1111.0,253.71647164716433,4121.4473447344735
119,1247.0,256.9751403368082,4329.5084202085
120,1646.0,261.0443499392468,3673.7861482381522
121,1603.0,262.1809107922645,5308.70929507174
122,1202.0,256.36189683860266,5164.443427620632
123,776.0,261.1146907216498,3431.11469072165
124,1297.0,269.39938319198154,5123.739398612182
125,1135.0,267.205286343612,3985.209691629956
126,1908.0,282.0429769392031,3411.698113207549
127,1225.0,273.93795918367323,3876.2138775510193
128,1368.0,277.45102339181267,4035.2280701754407
129,579.0,269.11571675302275,3532.3868739205536
130,1471.0,274.68116927260326,4901.263766145479
131,229.0,272.93886462882074,3446.716157205239
132,443.0,280.00225733634306,3478.5620767494365
133,6441.0,319.12994876571975,3358.6728768824723
134,1179.0,288.5165394402038,5051.531806615776
