x_global,y_global,fov_id,label,target,x_cell,y_cell
70,4118,0,30,Enpp2,70.45362099999966,4115.264289999999
71,5095,0,23,Plp1,59.085189000000355,5101.4569200000005
71,5067,0,32,Kctd12,72.75579300000027,5070.295899999999
71,5018,0,28,Cryab,66.10372300000017,5011.03191
71,5012,0,28,Plp1,66.10372300000017,5011.03191
71,5007,0,28,Cryab,66.10372300000017,5011.03191
71,4962,0,25,Sulf2,72.61700800000017,4948.2327399999995
71,4859,0,26,Cryab,70.92188499999975,4852.999379999999
71,4846,0,26,Plp1,70.92188499999975,4852.999379999999
71,4148,0,0,Plp1,,
71,4102,0,30,Plp1,70.45362099999966,4115.264289999999
72,5106,0,23,Plp1,59.085189000000355,5101.4569200000005
72,5006,0,28,Cryab,66.10372300000017,5011.03191
72,4155,0,33,Plp1,74.94434799999999,4160.46609
73,5015,0,28,Plp1,66.10372300000017,5011.03191
73,4901,0,0,Plp1,,
73,4881,0,0,Plp1,,
73,4862,0,26,Plp1,70.92188499999975,4852.999379999999
73,4119,0,30,Plp1,70.45362099999966,4115.264289999999
73,4104,0,30,Plp1,70.45362099999966,4115.264289999999
74,5215,0,0,6330403K07Rik,,
74,4583,0,20,Pcp4,56.52744299999995,4586.64257
74,4059,0,27,Pvalb,76.59490100000039,4055.1691599999995
75,5223,0,0,Plp1,,
75,5017,0,28,Plp1,66.10372300000017,5011.03191
75,5000,0,28,Plp1,66.10372300000017,5011.03191
75,4997,0,34,Plp1,90.452902,5007.15604
75,4810,0,24,Aldoc,63.9462080000003,4812.54321
75,4110,0,30,Plp1,70.45362099999966,4115.264289999999
76,5108,0,23,Plp1,59.085189000000355,5101.4569200000005
76,4876,0,26,Plp1,70.92188499999975,4852.999379999999
76,4855,0,26,Plp1,70.92188499999975,4852.999379999999
76,4851,0,26,Plp1,70.92188499999975,4852.999379999999
76,4847,0,26,Enpp2,70.92188499999975,4852.999379999999
77,5109,0,0,Plp1,,
77,5011,0,34,Plp1,90.452902,5007.15604
77,5003,0,34,Plp1,90.452902,5007.15604
77,4864,0,26,Plp1,70.92188499999975,4852.999379999999
77,4806,0,24,Plp1,63.9462080000003,4812.54321
77,4160,0,33,Plp1,74.94434799999999,4160.46609
78,5095,0,35,Plp1,87.5140449999999,5094.370790000001
78,5075,0,32,Plp1,72.75579300000027,5070.295899999999
78,4118,0,30,Plp1,70.45362099999966,4115.264289999999
78,4110,0,30,Plp1,70.45362099999966,4115.264289999999
78,4105,0,30,Plp1,70.45362099999966,4115.264289999999
79,5066,0,32,Cryab,72.75579300000027,5070.295899999999
79,5005,0,34,Cryab,90.452902,5007.15604
79,4857,0,26,Plp1,70.92188499999975,4852.999379999999
79,4526,0,0,Arpp21,,
79,4196,0,0,Plp1,,
79,4190,0,0,Plp1,,
80,5283,0,36,Plp1,86.98778800000036,5292.81004
80,5009,0,34,Enpp2,90.452902,5007.15604
80,4864,0,26,Plp1,70.92188499999975,4852.999379999999
80,4860,0,26,Cryab,70.92188499999975,4852.999379999999
80,4195,0,0,Plp1,,
81,5108,0,0,Enpp2,,
81,5081,0,35,Htr3a,87.5140449999999,5094.370790000001
81,4194,0,0,Plp1,,
81,4191,0,0,Plp1,,
82,5096,0,35,Enpp2,87.5140449999999,5094.370790000001
82,5065,0,32,Plp1,72.75579300000027,5070.295899999999
82,5017,0,34,Cryab,90.452902,5007.15604
82,4528,0,0,Arpp21,,
82,4107,0,30,Plp1,70.45362099999966,4115.264289999999
83,5204,0,0,Cryab,,
83,5070,0,32,Plp1,72.75579300000027,5070.295899999999
83,5062,0,32,Plp1,72.75579300000027,5070.295899999999
83,4997,0,34,Plp1,90.452902,5007.15604
83,4177,0,0,Plp1,,
84,5297,0,36,Slc17a8,86.98778800000036,5292.81004
84,5284,0,36,Plp1,86.98778800000036,5292.81004
84,5085,0,35,Plp1,87.5140449999999,5094.370790000001
84,5066,0,37,Plp1,99.90689999999995,5071.967140000001
84,5005,0,34,Cryab,90.452902,5007.15604
84,4745,0,0,Plp1,,
85,5097,0,35,Enpp2,87.5140449999999,5094.370790000001
85,5078,0,37,Plp1,99.90689999999995,5071.967140000001
85,4744,0,0,Plp1,,
85,4195,0,0,Plp1,,
86,5296,0,36,Plp1,86.98778800000036,5292.81004
86,4196,0,0,Plp1,,
87,5006,0,34,Plp1,90.452902,5007.15604
87,4815,0,0,Snca,,
87,4406,0,0,Rgs4,,
87,3930,0,38,Plp1,93.77440300000035,3931.9609500000006
88,5302,0,36,Plp1,86.98778800000036,5292.81004
88,5201,0,42,Enpp2,103.3405359999997,5198.404490000001
88,5097,0,35,Enpp2,87.5140449999999,5094.370790000001
88,5038,0,0,Plp1,,
88,5008,0,34,Plp1,90.452902,5007.15604
88,4998,0,34,Kctd12,90.452902,5007.15604
88,4405,0,0,Rgs4,,
88,4033,0,27,Pvalb,76.59490100000039,4055.1691599999995
89,5293,0,36,Plp1,86.98778800000036,5292.81004
89,5217,0,0,Plp1,,
89,5188,0,0,Plp1,,
89,5097,0,35,Enpp2,87.5140449999999,5094.370790000001
89,5003,0,34,Cryab,90.452902,5007.15604
90,5086,0,35,Plp1,87.5140449999999,5094.370790000001
90,5082,0,35,Cryab,87.5140449999999,5094.370790000001
90,5064,0,37,Cryab,99.90689999999995,5071.967140000001
90,3930,0,38,Plp1,93.77440300000035,3931.9609500000006
91,5009,0,34,Plp1,90.452902,5007.15604
91,4773,0,39,Cryab,97.47644000000037,4772.50524
91,4663,0,0,Plp1,,
92,5293,0,36,Enpp2,86.98778800000036,5292.81004
92,5214,0,42,Plp1,103.3405359999997,5198.404490000001
92,4995,0,34,Plp1,90.452902,5007.15604
92,4660,0,0,Cryab,,
92,3953,0,41,Pcp4,101.49691999999959,3959.8562600000005
92,3921,0,38,Enpp2,93.77440300000035,3931.9609500000006
92,3915,0,40,Rgs4,99.12305899999956,3904.1768200000006
93,5287,0,36,Enpp2,86.98778800000036,5292.81004
93,5215,0,42,Plp1,103.3405359999997,5198.404490000001
93,5206,0,42,Plp1,103.3405359999997,5198.404490000001
93,5197,0,42,Plp1,103.3405359999997,5198.404490000001
93,5190,0,42,Plp1,103.3405359999997,5198.404490000001
93,5147,0,43,Plp1,107.1861829999998,5136.3179199999995
93,5137,0,43,Plp1,107.1861829999998,5136.3179199999995
93,5097,0,35,Plp1,87.5140449999999,5094.370790000001
93,5068,0,37,Enpp2,99.90689999999995,5071.967140000001
93,5012,0,34,Plp1,90.452902,5007.15604
93,3955,0,41,6330403K07Rik,101.49691999999959,3959.8562600000005
93,3938,0,38,Enpp2,93.77440300000035,3931.9609500000006
94,5211,0,42,Plp1,103.3405359999997,5198.404490000001
94,5200,0,42,Plp1,103.3405359999997,5198.404490000001
94,5146,0,43,Plp1,107.1861829999998,5136.3179199999995
94,5001,0,34,Plp1,90.452902,5007.15604
94,4875,0,0,Plp1,,
94,3944,0,38,Plp1,93.77440300000035,3931.9609500000006
95,5219,0,0,Cryab,,
95,5063,0,37,Plp1,99.90689999999995,5071.967140000001
95,4766,0,39,Cryab,97.47644000000037,4772.50524
95,4067,0,46,3110035E14Rik,101.5448580000002,4068.8096299999997
95,4033,0,27,Id2,76.59490100000039,4055.1691599999995
95,4008,0,45,Enpp2,108.56209599999966,4004.5814800000007
96,5189,0,42,Cryab,103.3405359999997,5198.404490000001
96,5074,0,37,Plp1,99.90689999999995,5071.967140000001
96,4998,0,34,Plp1,90.452902,5007.15604
96,4657,0,47,Cryab,112.43241000000035,4652.51792
96,3928,0,38,Enpp2,93.77440300000035,3931.9609500000006
97,5002,0,34,Plp1,90.452902,5007.15604
97,4948,0,0,Pvalb,,
97,3919,0,38,Plp1,93.77440300000035,3931.9609500000006
98,5282,0,0,Plp1,,
98,5196,0,42,Plp1,103.3405359999997,5198.404490000001
98,5010,0,34,Pcp4,90.452902,5007.15604
98,4651,0,47,Plp1,112.43241000000035,4652.51792
98,3965,0,41,3110035E14Rik,101.49691999999959,3959.8562600000005
99,4762,0,39,Cck,97.47644000000037,4772.50524
99,4641,0,47,Plp1,112.43241000000035,4652.51792
99,3941,0,38,Plp1,93.77440300000035,3931.9609500000006
99,3934,0,38,Plp1,93.77440300000035,3931.9609500000006
99,3926,0,38,Plp1,93.77440300000035,3931.9609500000006
99,3911,0,40,Plp1,99.12305899999956,3904.1768200000006
100,5207,0,42,Enpp2,103.3405359999997,5198.404490000001
100,5188,0,42,Plp1,103.3405359999997,5198.404490000001
100,5070,0,37,Plp1,99.90689999999995,5071.967140000001
100,4846,0,0,Cplx2,,
100,4654,0,47,Plp1,112.43241000000035,4652.51792
100,4502,0,0,Cryab,,
100,4068,0,46,Arpp21,101.5448580000002,4068.8096299999997
100,4014,0,45,Plp1,108.56209599999966,4004.5814800000007
100,4008,0,45,Enpp2,108.56209599999966,4004.5814800000007
100,4002,0,45,Plp1,108.56209599999966,4004.5814800000007
101,5196,0,42,Plp1,103.3405359999997,5198.404490000001
101,5131,0,43,Cryab,107.1861829999998,5136.3179199999995
101,4964,0,0,3110035E14Rik,,
101,4775,0,39,Plp1,97.47644000000037,4772.50524
101,4649,0,47,Plp1,112.43241000000035,4652.51792
101,4639,0,47,Plp1,112.43241000000035,4652.51792
101,4637,0,47,Enpp2,112.43241000000035,4652.51792
101,4624,0,0,Plp1,,
101,4568,0,0,Plp1,,
101,4280,0,0,Plp1,,
102,5411,0,48,Plp1,118.16524899999968,5413.850549999999
102,5406,0,48,Plp1,118.16524899999968,5413.850549999999
102,5219,0,0,Cryab,,
102,5146,0,43,Enpp2,107.1861829999998,5136.3179199999995
102,4772,0,39,Plp1,97.47644000000037,4772.50524
102,4645,0,47,Plp1,112.43241000000035,4652.51792
102,4467,0,0,3110035E14Rik,,
102,4209,0,0,Sulf2,,
102,4015,0,45,Plp1,108.56209599999966,4004.5814800000007
102,3939,0,38,Plp1,93.77440300000035,3931.9609500000006
103,5407,0,48,Plp1,118.16524899999968,5413.850549999999
103,5217,0,42,Cryab,103.3405359999997,5198.404490000001
103,5188,0,42,Plp1,103.3405359999997,5198.404490000001
103,4953,0,0,Pvalb,,
103,4827,0,0,Cryab,,
103,4773,0,39,Plp1,97.47644000000037,4772.50524
103,4648,0,47,Plp1,112.43241000000035,4652.51792
103,4494,0,49,Plp1,110.57706099999996,4486.57228
103,4065,0,46,Plp1,101.5448580000002,4068.8096299999997
103,3982,0,0,Enpp2,,
104,5298,0,0,Plp1,,
104,5203,0,42,Enpp2,103.3405359999997,5198.404490000001
104,4002,0,45,Plp1,108.56209599999966,4004.5814800000007
104,3992,0,45,Cryab,108.56209599999966,4004.5814800000007
104,3922,0,38,Plp1,93.77440300000035,3931.9609500000006
105,5416,0,48,Plp1,118.16524899999968,5413.850549999999
105,5144,0,43,Plp1,107.1861829999998,5136.3179199999995
105,5072,0,37,Plp1,99.90689999999995,5071.967140000001
105,4675,0,0,Plp1,,
105,4640,0,47,Plp1,112.43241000000035,4652.51792
105,4490,0,49,Plp1,110.57706099999996,4486.57228
105,4467,0,0,3110035E14Rik,,
105,4208,0,0,Plp1,,
105,4063,0,46,Plp1,101.5448580000002,4068.8096299999997
105,4016,0,45,Enpp2,108.56209599999966,4004.5814800000007
105,4011,0,45,Plp1,108.56209599999966,4004.5814800000007
105,4005,0,45,Plp1,108.56209599999966,4004.5814800000007
105,4000,0,45,Plp1,108.56209599999966,4004.5814800000007
105,3985,0,0,Plp1,,
106,5195,0,42,Plp1,103.3405359999997,5198.404490000001
106,4655,0,47,Plp1,112.43241000000035,4652.51792
106,4650,0,47,Plp1,112.43241000000035,4652.51792
106,4515,0,0,Snca,,
106,4492,0,49,Plp1,110.57706099999996,4486.57228
106,4068,0,46,Plp1,101.5448580000002,4068.8096299999997
106,4013,0,45,Reln,108.56209599999966,4004.5814800000007
106,3990,0,45,Plp1,108.56209599999966,4004.5814800000007
106,3981,0,0,Plp1,,
