Cell_Num	X	Y	Genenames	CellGeneCount	ClassName	Prob
30	74.0	1310.0	['Plp1', 'Sst']	[11.181928658306552, 0.785168680705738]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.4589187376981755, 0.03416230091749871, 0.00243663119747213, 0.012157165185125598, 0.14494702504036683, 0.34737449346794225]
31	76.0	787.0	['Cryab', 'Enpp2', 'Plp1']	[0.004771255596809458, 0.052936248867744846, 0.02923131015366364]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0015946412409378107, 0.0014965892624582231, 0.002072904948088635, 0.0053573569172819906, 0.007154856469421902, 0.00834307341158074, 0.009692254582428911, 0.007926809906117079, 0.9516661246081065]
32	76.0	1415.0	['3110035E14Rik', 'Id2', 'Plp1', 'Pvalb']	[0.004088718156845554, 1.204242663896416, 0.02818706481678246, 1.7661760337969667]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0020907762784610246, 0.0027318194576558463, 0.001438949613184639, 0.0011221773427421654, 0.002260323267672399, 0.008787661960991363, 0.004710404259352216, 0.019886690764976248, 0.014415888240436549, 0.007458463407456173, 0.9338786853503134]
33	86.0	178.0	['Cryab', 'Enpp2', 'Npy', 'Plp1', 'Slc17a8']	[0.05316595520611166, 1.9940561249608113, 0.10041546133381464, 6.477216050923126, 0.9940093649452677]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.4029102299947198, 0.0984099607996494, 0.009086186832306583, 0.024834842034391, 0.22178055778631317, 0.24209197983200278]
34	87.0	376.0	['Cryab', 'Enpp2', 'Htr3a', 'Npy', 'Plp1']	[0.9198176233732004, 4.966715645482383, 0.05745845150204433, 1.0833160620357702, 5.443257930816937]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.009351252433865198, 0.4512738422639095, 0.09245667633660505, 0.0858330769843377, 0.29312770179647374, 0.06794201931067227]
35	90.0	463.0	['Cryab', 'Enpp2', 'Kctd12', 'Npy', 'Pcp4', 'Plp1']	[3.8190519486469396, 0.9243603929998139, 0.9880918576483139, 1.0022226642585559, 0.9924087214452467, 10.772778167056153]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.009452478862217999, 0.0974191228610868, 0.027665711659214418, 0.07533336500926224, 0.487519274660845, 0.3026100448074048]
36	93.0	1539.0	['6330403K07Rik', 'Cryab', 'Enc1', 'Enpp2', 'Pcp4', 'Plp1', 'Rgs4']	[0.004814622693255605, 0.0718681410160996, 0.11583201388061444, 2.988958357597327, 0.011517713643958375, 10.59780858850497, 0.03243012335435426]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.0779618937169109, 0.2582450258760939, 0.028108495223353847, 0.05744055754773206, 0.3715774061232165, 0.20666590586449102]
37	97.0	698.0	['Cck', 'Cryab', 'Npy', 'Plp1']	[0.9887391515139212, 2.0066491419704464, 0.008441812992831326, 6.203358902807129]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.39606483370377127, 0.030324063491287363, 0.00395133675121028, 0.015920387529417948, 0.20198060306653823, 0.35123580245899255]
38	97.0	115.0	['Cryab']	[0.9881456940134206]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0017370863024696258, 0.0015991967215386934, 0.0025045930380663867, 0.007835832883499315, 0.00560521163392345, 0.0012141787011302765, 0.00789997497209815, 0.008944744953965859, 0.011945780297970438, 0.9477021847669448]
39	99.0	1566.0	['Cryab', 'Enc1', 'Enpp2', 'Plp1', 'Rgs4']	[0.1998656442392079, 0.0450802515804754, 0.005661842912251878, 1.1448811086857398, 0.9550893636872302]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.002002893228105836, 0.0012730889879575664, 0.003967839437255158, 0.038217817462831864, 0.025010031148365475, 0.018041733965412664, 0.016251134811692627, 0.016479856564798497, 0.03938883984436195, 0.8363823650239587]
