cell_id,fov_id,area,x,y
289,0,1423,6921.952916373858,13993.389318341531
290,0,2083,6925.484877580413,14370.417666826692
291,0,1415,6923.637455830389,14818.857243816254
292,0,1236,6923.718446601942,14625.141585760517
293,0,1225,6926.975510204082,14177.960816326531
294,0,222,6915.013513513513,15370.711711711712
295,0,991,6927.716448032291,15807.043390514631
296,0,960,6922.995833333333,14573.9875
297,0,305,6919.0,15707.0
298,0,543,6924.250460405156,13668.397790055249
299,0,669,6930.058295964125,14528.829596412555
300,0,362,6928.0248618784535,13905.953038674033
301,0,1247,6937.79791499599,16093.199679230152
302,0,1014,6936.706114398422,15888.19033530572
303,0,679,6935.151693667158,14226.493372606776
304,0,2056,6944.494163424124,14445.414883268482
305,0,1183,6941.322062552832,15966.839391377853
306,0,249,6930.25702811245,14246.899598393575
307,0,903,6938.290143964563,14483.970099667775
308,0,265,6937.875471698113,14547.77358490566
309,0,703,6940.985775248933,13679.412517780938
310,0,1053,6941.931623931624,13756.01044634378
311,0,287,6935.526132404181,14152.98606271777
312,0,1864,6953.5498927038625,14040.284334763948
313,0,416,6949.375,14244.920673076924
314,0,1038,6958.153179190751,13777.874759152215
315,0,2326,6958.783319002579,15466.680997420464
316,0,1262,6955.6798732171155,15570.23296354992
317,0,513,6953.746588693957,13995.680311890837
318,0,1465,6967.918771331058,14504.651877133107
319,0,1195,6962.740585774059,16078.05439330544
320,0,1048,6963.539122137405,14681.225190839694
321,0,379,6959.6517150395775,14543.395778364116
322,0,1384,6972.003612716763,14641.377890173411
323,0,1887,6972.453630100689,15009.05034446211
324,0,476,6960.476890756303,14870.628151260504
325,0,1568,6976.010204081633,14305.160714285714
326,0,726,6969.045454545454,14569.17079889807
327,0,327,6962.162079510704,16053.62996941896
328,0,921,6976.7524429967425,13755.059717698154
329,0,444,6966.630630630631,13834.43018018018
330,0,268,6969.037313432836,13974.910447761195
331,0,302,6966.602649006622,14124.58940397351
332,0,840,6975.1547619047615,14472.47261904762
333,0,2008,6979.526394422311,14734.585657370519
334,0,1127,6974.343389529725,15989.3256433008
335,0,1255,6979.56812749004,16108.562549800798
336,0,324,6969.932098765432,14110.361111111111
337,0,209,6966.822966507177,13877.827751196171
338,0,632,6976.814873417721,13890.363924050633
339,0,274,6969.434306569343,14404.313868613139
340,0,1358,6985.4639175257735,14093.763622974962
341,0,323,6971.229102167183,14209.820433436533
342,0,997,6982.008024072216,14270.985957873621
343,0,277,6972.43321299639,13989.28880866426
344,0,390,6972.751282051282,14425.66923076923
345,0,1080,6982.52037037037,14841.206481481482
346,0,310,6978.406451612903,14880.54193548387
347,0,352,6974.548295454546,15191.03125
348,0,293,6975.047781569966,14193.081911262798
349,0,1232,6985.87987012987,15253.821428571428
350,0,358,6979.243016759777,13956.667597765363
351,0,1026,6984.771929824561,15903.038986354775
352,0,241,6976.203319502075,14820.427385892117
353,0,1904,6993.335084033613,14965.069327731093
354,0,1695,6996.981710914454,15687.664896755163
355,0,307,6984.175895765472,14413.951140065146
356,0,258,6986.895348837209,14554.717054263565
357,0,1536,6998.391276041667,16137.782552083334
358,0,211,6986.971563981043,13874.39336492891
359,0,475,6988.298947368421,13682.608421052631
360,0,305,6987.0,14232.0
361,0,540,6991.292592592593,13920.75
362,0,787,6995.491740787802,16166.99745870394
363,0,203,6988.31527093596,14185.679802955665
364,0,351,6991.071225071225,14437.549857549857
365,0,240,6990.858333333334,14574.545833333334
366,0,624,6995.5192307692305,14802.625
367,0,996,6999.343373493976,14879.44578313253
368,0,358,6991.804469273743,14207.248603351956
369,0,249,6994.831325301205,14819.232931726907
370,0,404,6995.517326732674,14360.517326732674
371,0,1506,7007.513280212484,15644.604249667995
372,0,969,7009.195046439629,14196.790505675956
373,0,1292,7008.589009287925,16002.83359133127
374,0,335,7005.232835820895,13680.220895522389
375,0,1267,7005.726124704025,13990.58958168903
376,0,519,7004.888246628131,13702.21965317919
377,0,881,7009.665153234961,15014.359818388195
378,0,1782,7015.4365881032545,16046.513468013469
379,0,474,7003.713080168776,16095.569620253165
380,0,919,7008.233949945593,14536.924918389554
381,0,298,7002.3288590604025,14042.469798657718
382,0,1040,7013.554807692308,15840.190384615384
383,0,355,7010.543661971831,14745.095774647887
384,0,670,7020.750746268657,14012.625373134328
385,0,1996,7022.184368737475,14320.380761523047
386,0,1547,7024.6373626373625,16183.632837750485
387,0,1813,7030.237727523442,14427.710424710425
388,0,483,7024.689440993789,16080.438923395446
389,0,283,7017.243816254417,14054.879858657245
390,0,220,7014.413636363636,14513.668181818182
391,0,1576,7029.1954314720815,14633.690989847715
392,0,1425,7034.550877192983,14566.046315789474
393,0,571,7023.22942206655,14885.185639229421
394,0,249,7019.377510040161,13867.341365461847
395,0,836,7031.336124401914,14078.97009569378
396,0,1531,7032.073807968648,15580.08033964729
397,0,910,7028.273626373626,15886.426373626375
398,0,245,7022.420408163265,14864.351020408163
399,0,692,7030.3078034682085,14737.528901734104
400,0,329,7021.276595744681,14762.282674772036
401,0,1052,7036.884030418251,14956.173954372623
402,0,579,7025.66493955095,15051.848013816925
403,0,235,7028.353191489362,14514.714893617022
404,0,929,7036.5748116254035,15909.848223896663
405,0,258,7033.87984496124,13999.957364341086
406,0,1039,7041.419634263715,14266.514918190567
407,0,366,7034.415300546448,14499.795081967213
408,0,285,7028.491228070176,13678.456140350878
409,0,234,7036.179487179487,14769.226495726496
410,0,1159,7046.770491803279,13674.680759275238
411,0,330,7036.015151515152,14363.218181818182
412,0,1141,7046.335670464505,14824.815074496057
413,0,346,7046.023121387283,14889.037572254336
414,0,224,7039.4375,14871.63392857143
415,0,375,7040.0,13978.0
416,0,1572,7053.666030534351,14106.174300254454
417,0,1485,7054.5824915824915,13833.57643097643
418,0,372,7042.801075268817,13781.758064516129
419,0,1768,7053.64705882353,14191.531108597284
420,0,1712,7055.5490654205605,13731.905957943925
421,0,2167,7061.1269035533,14047.840332256575
422,0,250,7044.836,14218.64
423,0,225,7047.48,14283.92
424,0,237,7049.983122362869,14779.5611814346
425,0,1164,7055.22852233677,13915.443298969072
426,0,1046,7060.727533460803,15133.313575525812
427,0,1625,7061.355076923077,15494.867692307693
428,0,1125,7061.790222222222,15875.104
429,0,1554,7061.799227799228,14922.31467181467
430,0,1765,7067.796600566572,14238.823229461756
431,0,288,7052.861111111111,14801.3125
432,0,1061,7063.730442978323,13779.011310084825
433,0,344,7054.476744186047,14377.968023255813
434,0,332,7053.78313253012,14470.906626506025
435,0,228,7052.473684210527,14496.09649122807
436,0,1584,7068.979166666667,14554.344065656565
437,0,300,7055.383333333333,14766.933333333334
438,0,253,7058.782608695652,14362.08300395257
439,0,1931,7071.267219057483,14411.491455204557
440,0,2218,7077.266456266907,14327.037871956718
441,0,2270,7074.113656387665,14715.258590308371
442,0,212,7063.146226415094,13803.801886792453
443,0,1978,7078.024772497472,13976.639029322549
444,0,233,7065.412017167382,14501.257510729614
445,0,713,7075.416549789621,14482.819074333802
446,0,375,7070.8026666666665,13900.930666666667
447,0,345,7070.869565217391,13933.788405797102
448,0,1281,7081.551131928181,14859.857142857143
449,0,1165,7078.694420600858,16253.12618025751
450,0,1781,7084.116226838854,14133.480067377877
451,0,301,7072.800664451827,14373.860465116279
452,0,528,7077.094696969697,14998.729166666666
453,0,260,7082.426923076923,14931.357692307693
454,0,845,7079.304142011834,16286.226035502958
455,0,630,7080.863492063492,16008.009523809524
456,0,277,7076.794223826715,14821.054151624548
457,0,1551,7092.221792392005,16329.272727272728
458,0,571,7092.316987740805,14830.260945709282
459,0,1103,7089.952855847689,15821.138712601994
460,0,1870,7098.60962566845,14638.67219251337
461,0,1193,7093.0955574182735,13714.721709974854
462,0,469,7088.398720682303,15145.6460554371
463,0,2012,7102.032803180915,14173.627733598409
464,0,342,7091.766081871345,13866.061403508771
465,0,287,7091.254355400697,13881.379790940766
466,0,296,7091.726351351352,15124.0
467,0,1059,7100.441926345609,13808.382436260623
468,0,1101,7107.044504995459,14503.62761126249
469,0,372,7094.693548387097,14800.247311827958
470,0,434,7097.0,14778.5
471,0,933,7105.733118971061,14913.59056806002
472,0,904,7107.096238938053,13892.570796460177
473,0,348,7099.933908045977,14423.12356321839
474,0,1420,7110.659154929577,16225.719014084507
475,0,363,7105.264462809917,14814.760330578512
476,0,1313,7109.335872048743,15864.296268088347
477,0,1673,7115.565451285116,13754.80514046623
478,0,1417,7108.165137614679,16399.560338743824
479,0,1098,7118.938069216758,14937.846083788707
480,0,1246,7115.1043338683785,16149.989566613162
481,0,338,7106.165680473373,13778.05325443787
482,0,1716,7120.804195804196,14687.181818181818
483,0,1121,7118.652096342551,15124.090098126673
484,0,1341,7126.763609246831,14986.046234153617
485,0,758,7123.8891820580475,15019.278364116095
486,0,356,7120.168539325843,15037.693820224718
487,0,1741,7135.429063756462,13858.629523262493
488,0,668,7124.357784431138,15256.252994011977
489,0,477,7122.054507337526,15989.610062893082
490,0,1812,7134.295253863134,15066.44812362031
491,0,1320,7129.854545454546,15732.15
492,0,1829,7135.341170038272,14836.559868780754
493,0,245,7127.257142857143,14666.910204081632
494,0,1483,7135.795684423466,13984.492245448415
495,0,1355,7138.551291512915,14312.942435424355
496,0,1467,7146.827539195638,16241.637355146559
497,0,233,7134.261802575107,16449.03433476395
498,0,1663,7153.26939266386,14900.751052315092
499,0,211,7135.990521327014,15155.45971563981
500,0,2120,7157.685849056604,15177.590566037736
501,0,2017,7155.437778879524,14723.176003966286
502,0,1365,7154.518681318681,15135.290842490842
503,0,298,7144.255033557047,15032.536912751679
504,0,2026,7160.781836130306,15256.695952615992
505,0,1344,7156.401785714285,13825.559523809523
506,0,706,7155.029745042493,14810.895184135978
507,0,1921,7168.915668922436,15076.604893284748
508,0,353,7152.056657223796,13763.654390934844
509,0,994,7159.637826961771,16166.739436619719
510,0,1155,7160.580952380952,15458.432900432901
511,0,990,7163.523232323232,14871.360606060605
512,0,478,7158.106694560669,15357.387029288702
513,0,609,7168.643678160919,13778.029556650246
514,0,935,7163.851336898396,14536.372192513369
515,0,705,7163.275177304965,14406.039716312056
516,0,1264,7177.962025316456,13949.222310126583
517,0,358,7173.874301675978,15352.234636871508
518,0,278,7167.593525179856,14955.68345323741
519,0,1084,7178.509225092251,15390.285055350554
520,0,299,7170.1003344481605,14765.120401337792
521,0,425,7173.783529411765,14841.576470588236
522,0,1240,7183.01370967742,15670.092741935485
523,0,1465,7185.104436860069,16125.08532423208
524,0,644,7183.490683229814,14957.330745341615
525,0,1072,7191.321828358209,16156.186567164179
526,0,1598,7192.9455569461825,15040.52816020025
527,0,1032,7190.045542635658,14815.375968992248
528,0,1227,7191.044009779951,16212.361858190709
529,0,482,7182.8734439834025,15445.340248962655
530,0,400,7183.645,16077.432499999999
531,0,655,7189.282442748092,14125.26106870229
532,0,1434,7192.624825662482,14773.096931659693
533,0,1745,7203.210888252149,15285.022349570201
534,0,1960,7200.809693877551,13819.012755102041
535,0,1514,7202.9286657859975,15108.309775429327
536,0,1877,7210.439531166756,15237.160362280234
537,0,1032,7201.407945736434,15347.662790697676
538,0,236,7194.576271186441,15462.330508474577
539,0,571,7194.401050788091,14509.672504378284
540,0,281,7191.391459074734,14995.44128113879
541,0,1161,7209.768303186907,14871.94659776055
542,0,497,7196.684104627767,14157.617706237424
543,0,1161,7207.210163652024,16354.514211886304
544,0,231,7198.030303030303,15007.78354978355
545,0,1625,7213.8523076923075,15146.419076923077
546,0,1702,7216.658049353701,15199.440658049354
547,0,1184,7217.523648648648,14957.33277027027
548,0,1378,7214.854862119013,14840.769956458636
549,0,514,7206.204280155642,14932.287937743191
550,0,245,7202.873469387755,14974.228571428572
551,0,1184,7212.39527027027,16535.14695945946
552,0,1452,7219.492424242424,15415.065426997246
553,0,958,7217.079331941545,14897.34133611691
554,0,1501,7221.640906062625,16265.336442371752
555,0,979,7218.985699693565,15324.61593462717
556,0,1513,7223.68605419696,15020.717118307997
557,0,422,7216.530805687204,15438.17298578199
558,0,1292,7225.045665634675,15078.866099071207
559,0,1353,7227.2269031781225,14591.380635624539
560,0,1221,7230.362817362818,14509.13923013923
561,0,538,7223.672862453532,14691.921933085501
562,0,1797,7242.3528102392875,16462.153589315527
563,0,428,7226.38785046729,14982.920560747663
564,0,522,7225.622605363985,13997.25478927203
565,0,1070,7229.9261682242995,14031.583177570094
566,0,2374,7247.635214827295,15379.494102780118
567,0,1591,7249.236957888121,14918.730986800754
568,0,1946,7248.39928057554,15512.699897225077
569,0,1093,7242.625800548948,16492.277218664225
570,0,1569,7253.000637348629,15134.648183556405
571,0,1375,7247.829818181818,16428.825454545455
572,0,1543,7255.535968891769,15096.102397926119
573,0,353,7242.240793201133,15228.798866855524
574,0,876,7252.264840182648,15043.344748858448
575,0,354,7241.0,15470.5
576,0,1306,7254.668453292496,15564.770290964778
577,0,1132,7255.100706713781,16532.28003533569
578,0,1284,7256.354361370717,16598.29828660436
579,0,1609,7259.208203853325,15304.410192666252
580,0,840,7255.113095238095,15443.365476190476
581,0,1128,7259.70744680851,15339.816489361703
582,0,758,7258.598944591029,15164.385224274407
583,0,1354,7260.833087149187,15266.669867060562
584,0,367,7257.144414168937,15198.863760217984
585,0,352,7252.96875,16358.451704545454
586,0,2945,7286.822410865874,16567.199320882853
587,0,1212,7269.256600660066,14369.532178217822
588,0,1882,7272.624867162593,14969.218384697131
589,0,2258,7291.746678476527,15233.987156775907
590,0,1003,7275.421734795613,16623.866400797608
591,0,1163,7275.642304385211,13904.093723129836
592,0,2088,7283.153735632184,15065.28591954023
593,0,1180,7277.885593220339,15419.055084745763
594,0,272,7270.886029411765,13879.20588235294
595,0,1627,7285.562999385372,15196.545175169023
596,0,215,7270.86976744186,15459.251162790697
597,0,941,7280.599362380446,16221.046758767268
598,0,610,7280.059016393443,16337.359016393442
599,0,202,7282.321782178218,15278.752475247526
600,0,1381,7289.710354815351,14020.261404779145
601,0,1727,7297.46438911407,15334.640416907932
602,0,1992,7297.081325301205,15496.483935742972
603,0,816,7290.825980392157,15386.136029411766
604,0,538,7288.947955390335,14469.574349442379
605,0,282,7288.375886524823,15469.822695035462
606,0,614,7287.905537459284,15963.794788273615
607,0,1409,7301.899929027679,15537.964513839603
608,0,594,7294.358585858586,16032.144781144782
609,0,995,7298.611055276382,14172.516582914574
610,0,1070,7303.98785046729,15267.084112149532
611,0,241,7290.539419087137,15563.182572614107
612,0,476,7297.5903361344535,15365.180672268907
613,0,1165,7308.544206008583,15418.634334763949
614,0,1432,7315.381983240223,15573.416201117318
615,0,441,7307.37641723356,16664.777777777777
616,0,756,7317.784391534391,14515.305555555555
617,0,1245,7319.146987951807,15055.38875502008
618,0,1273,7323.834249803614,15322.02120974077
